"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN PABLO (000)",5923,679,1169,2832,24,1144,75
"Sin nivel (001)",582,6,101,317,3,141,14
"Educación inicial (002)",8,,1,1,,5,1
"Primaria (003)",3178,37,677,1709,14,699,42
"Secundaria (004)",1353,98,333,619,6,281,16
"Superior no univ. incompleta (005)",109,25,20,57,,5,2
"Superior no univ. completa (006)",457,333,32,85,,7,
"Superior univ. incompleta (007)",48,22,3,19,1,3,
"Superior univ. completa (008)",188,158,2,25,,3,
"Hombres (010)",4604,412,1054,2344,18,772,4
"Sin nivel (011)",352,2,74,214,2,59,1
"Educación inicial (012)",3,,1,,,2,
"Primaria (013)",2616,28,610,1478,9,488,3
"Secundaria (014)",1111,66,318,511,6,210,
"Superior no univ. incompleta (015)",70,12,18,38,,2,
"Superior no univ. completa (016)",277,181,29,62,,5,
"Superior univ. incompleta (017)",37,14,2,17,1,3,
"Superior univ. completa (018)",138,109,2,24,,3,
"Mujeres (020)",1319,267,115,488,6,372,71
"Sin nivel (021)",230,4,27,103,1,82,13
"Educación inicial (022)",5,,,1,,3,1
"Primaria (023)",562,9,67,231,5,211,39
"Secundaria (024)",242,32,15,108,,71,16
"Superior no univ. incompleta (025)",39,13,2,19,,3,2
"Superior no univ. completa (026)",180,152,3,23,,2,
"Superior univ. incompleta (027)",11,8,1,2,,,
"Superior univ. completa (028)",50,49,,1,,,
,,,,,,,
"URBANA (030)",1184,447,228,399,8,77,25
"Sin nivel (031)",51,4,14,18,,7,8
"Educación inicial (032)",1,,,,,1,
"Primaria (033)",257,8,84,125,4,28,8
"Secundaria (034)",322,50,93,136,4,31,8
"Superior no univ. incompleta (035)",61,14,9,33,,4,1
"Superior no univ. completa (036)",328,237,24,63,,4,
"Superior univ. incompleta (037)",30,16,2,11,,1,
"Superior univ. completa (038)",134,118,2,13,,1,
"Hombres (040)",748,251,199,249,7,42,
"Sin nivel (041)",20,2,8,5,,5,
"Educación inicial (042)",1,,,,,1,
"Primaria (043)",173,8,73,74,3,15,
"Secundaria (044)",227,35,86,87,4,15,
"Superior no univ. incompleta (045)",31,5,7,17,,2,
"Superior no univ. completa (046)",183,115,22,44,,2,
"Superior univ. incompleta (047)",21,10,1,9,,1,
"Superior univ. completa (048)",92,76,2,13,,1,
"Mujeres (050)",436,196,29,150,1,35,25
"Sin nivel (051)",31,2,6,13,,2,8
"Primaria (053)",84,,11,51,1,13,8
"Secundaria (054)",95,15,7,49,,16,8
"Superior no univ. incompleta (055)",30,9,2,16,,2,1
"Superior no univ. completa (056)",145,122,2,19,,2,
"Superior univ. incompleta (057)",9,6,1,2,,,
"Superior univ. completa (058)",42,42,,,,,
,,,,,,,
"RURAL (060)",4739,232,941,2433,16,1067,50
"Sin nivel (061)",531,2,87,299,3,134,6
"Educación inicial (062)",7,,1,1,,4,1
"Primaria (063)",2921,29,593,1584,10,671,34
"Secundaria (064)",1031,48,240,483,2,250,8
"Superior no univ. incompleta (065)",48,11,11,24,,1,1
"Superior no univ. completa (066)",129,96,8,22,,3,
"Superior univ. incompleta (067)",18,6,1,8,1,2,
"Superior univ. completa (068)",54,40,,12,,2,
"Hombres (070)",3856,161,855,2095,11,730,4
"Sin nivel (071)",332,,66,209,2,54,1
"Educación inicial (072)",2,,1,,,1,
"Primaria (073)",2443,20,537,1404,6,473,3
"Secundaria (074)",884,31,232,424,2,195,
"Superior no univ. incompleta (075)",39,7,11,21,,,
"Superior no univ. completa (076)",94,66,7,18,,3,
"Superior univ. incompleta (077)",16,4,1,8,1,2,
"Superior univ. completa (078)",46,33,,11,,2,
"Mujeres (080)",883,71,86,338,5,337,46
"Sin nivel (081)",199,2,21,90,1,80,5
"Educación inicial (082)",5,,,1,,3,1
"Primaria (083)",478,9,56,180,4,198,31
"Secundaria (084)",147,17,8,59,,55,8
"Superior no univ. incompleta (085)",9,4,,3,,1,1
"Superior no univ. completa (086)",35,30,1,4,,,
"Superior univ. incompleta (087)",2,2,,,,,
"Superior univ. completa (088)",8,7,,1,,,
