"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CARABAYA",,,,,,,,,
"Viviendas particulares (001)",636,324,76,41,86,16,9,10,74
"Ocupantes presentes (002)",2634,1357,327,141,367,81,38,36,287
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",623,317,75,40,86,16,9,10,70
"Ocupantes presentes (005)",2612,1347,325,140,367,81,38,36,278
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,4,1,,,,,,4
"Ocupantes presentes (014)",16,5,2,,,,,,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",1,1,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,,1,,,,,
"Ocupantes presentes (023)",5,4,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",587,285,76,40,84,16,8,10,68
"Ocupantes presentes (029)",2422,1183,327,136,356,81,35,36,268
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",575,279,75,39,84,16,8,10,64
"Ocupantes presentes (032)",2401,1174,325,135,356,81,35,36,259
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,4,1,,,,,,4
"Ocupantes presentes (041)",16,5,2,,,,,,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,2,,1,,,,,
"Ocupantes presentes (050)",5,4,,1,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",49,39,,1,2,,1,,6
"Ocupantes presentes (056)",212,174,,5,11,,3,,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",48,38,,1,2,,1,,6
"Ocupantes presentes (059)",211,173,,5,11,,3,,19
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",1,1,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
