"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia HUAMALIES (000)",22419,21943,6670,2471,2353,1894,3149,2404,3002,476
"Católica (001)",14527,14212,4397,1624,1595,1224,2023,1495,1854,315
"Cristiana/Evangélica (002)",6988,6853,1921,720,663,585,1041,847,1076,135
"Otra (003)",296,290,84,33,30,34,38,31,40,6
"Ninguna (004)",608,588,268,94,65,51,47,31,32,20
,,,,,,,,,,
"URBANA (006)",6734,6566,2008,805,791,621,987,651,703,168
"Católica (007)",4409,4288,1307,550,540,413,629,408,441,121
"Cristiana/Evangélica (008)",2096,2056,605,227,222,185,336,230,251,40
"Otra (009)",78,78,25,10,9,9,9,9,7,
"Ninguna (010)",151,144,71,18,20,14,13,4,4,7
,,,,,,,,,,
"RURAL (012)",15685,15377,4662,1666,1562,1273,2162,1753,2299,308
"Católica (013)",10118,9924,3090,1074,1055,811,1394,1087,1413,194
"Cristiana/Evangélica (014)",4892,4797,1316,493,441,400,705,617,825,95
"Otra (015)",218,212,59,23,21,25,29,22,33,6
"Ninguna (016)",457,444,197,76,45,37,34,27,28,13
