"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMALIES (000)",15749,15276,57,2633,2523,2124,3639,2566,1321,413,473,62199
"De 12 a 14 años (001)",36,12,1,9,2,,,,,,24,13
"De 15 a 19 años (002)",598,547,9,466,61,8,3,,,,51,624
"De 20 a 24 años (003)",1822,1656,11,933,553,133,20,6,,,166,2565
"De 25 a 29 años (004)",1930,1840,7,483,643,448,239,17,3,,90,4257
"De 30 a 34 años (005)",1802,1760,4,212,420,405,565,142,11,1,42,5721
"De 35 a 39 años (006)",1902,1878,5,115,290,370,656,364,70,8,24,7697
"De 40 a 44 años (007)",1709,1690,1,75,157,207,570,437,202,41,19,8507
"De 45 a 49 años (008)",1327,1319,2,53,79,129,347,387,244,78,8,7529
"De 50 y más años (009)",4623,4574,17,287,318,424,1239,1213,791,285,49,25286
"PEA (010)",3736,3535,11,670,641,537,814,546,245,71,201,13479
"De 12 a 14 años (011)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (012)",110,92,1,77,12,2,,,,,18,107
"De 20 a 24 años (013)",387,320,3,196,92,25,4,,,,67,474
"De 25 a 29 años (014)",462,409,3,145,128,93,35,4,1,,53,865
"De 30 a 34 años (015)",453,429,1,86,126,83,107,23,3,,24,1220
"De 35 a 39 años (016)",528,516,1,51,117,99,164,72,11,1,12,1857
"De 40 a 44 años (017)",485,476,1,27,66,87,153,93,38,11,9,2129
"De 45 a 49 años (018)",387,384,,25,32,58,101,100,55,13,3,1963
"De 50 y más años (019)",921,908,1,62,68,90,250,254,137,46,13,4863
"Ocupada (020)",3467,3290,11,616,598,512,760,501,225,67,177,12519
"De 12 a 14 años (021)",2,,,,,,,,,,2,
