"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TOCACHE (000)",67635,3079,16000,15393,11033,10185,6389,3169,2387
"Quechua (001)",2800,10,93,348,498,755,557,295,244
"Aymara (002)",17,1,2,2,4,3,2,1,2
"Ashaninca (003)",11,,2,,4,2,2,,1
"Otra lengua nativa (004)",25,1,3,8,7,3,3,,
"Castellano (005)",64703,3065,15872,15015,10513,9414,5821,2872,2131
"Idioma extranjero (006)",5,,1,1,1,,,,2
"Es sordomudo/a (007)",74,2,27,19,6,8,4,1,7
"Hombres (009)",38084,1569,8300,8963,6400,5752,3857,1939,1304
"Quechua (010)",1644,4,54,221,289,419,342,187,128
"Aymara (011)",12,,2,2,2,2,2,,2
"Ashaninca (012)",9,,2,,3,2,1,,1
"Otra lengua nativa (013)",22,1,2,8,5,3,3,,
"Castellano (014)",36353,1563,8221,8722,6099,5319,3508,1751,1170
"Idioma extranjero (015)",2,,1,,,,,,1
"Es sordomudo/a (016)",42,1,18,10,2,7,1,1,2
"Mujeres (018)",29551,1510,7700,6430,4633,4433,2532,1230,1083
"Quechua (019)",1156,6,39,127,209,336,215,108,116
"Aymara (020)",5,1,,,2,1,,1,
"Ashaninca (021)",2,,,,1,,1,,
"Otra lengua nativa (022)",3,,1,,2,,,,
"Castellano (023)",28350,1502,7651,6293,4414,4095,2313,1121,961
"Idioma extranjero (024)",3,,,1,1,,,,1
"Es sordomudo/a (025)",32,1,9,9,4,1,3,,5
,,,,,,,,,
"URBANA (027)",34318,1389,7652,8220,5548,5305,3398,1613,1193
"Quechua (028)",796,1,12,72,128,226,195,85,77
"Aymara (029)",11,1,1,1,4,1,1,1,1
"Ashaninca (030)",5,,1,,1,1,2,,
"Otra lengua nativa (031)",16,1,3,3,3,3,3,,
"Castellano (032)",33458,1386,7622,8134,5409,5071,3197,1527,1112
"Idioma extranjero (033)",5,,1,1,1,,,,2
"Es sordomudo/a (034)",27,,12,9,2,3,,,1
"Hombres (036)",18611,682,3894,4661,3077,2807,1945,943,602
"Quechua (037)",446,,7,41,76,116,115,51,40
"Aymara (038)",7,,1,1,2,1,1,,1
"Ashaninca (039)",4,,1,,1,1,1,,
"Otra lengua nativa (040)",14,1,2,3,2,3,3,,
"Castellano (041)",18125,681,3876,4612,2996,2683,1825,892,560
"Idioma extranjero (042)",2,,1,,,,,,1
"Es sordomudo/a (043)",13,,6,4,,3,,,
"Mujeres (045)",15707,707,3758,3559,2471,2498,1453,670,591
"Quechua (046)",350,1,5,31,52,110,80,34,37
"Aymara (047)",4,1,,,2,,,1,
"Ashaninca (048)",1,,,,,,1,,
"Otra lengua nativa (049)",2,,1,,1,,,,
"Castellano (050)",15333,705,3746,3522,2413,2388,1372,635,552
"Idioma extranjero (051)",3,,,1,1,,,,1
"Es sordomudo/a (052)",14,,6,5,2,,,,1
,,,,,,,,,
"RURAL (054)",33317,1690,8348,7173,5485,4880,2991,1556,1194
"Quechua (055)",2004,9,81,276,370,529,362,210,167
"Aymara (056)",6,,1,1,,2,1,,1
"Ashaninca (057)",6,,1,,3,1,,,1
"Otra lengua nativa (058)",9,,,5,4,,,,
"Castellano (059)",31245,1679,8250,6881,5104,4343,2624,1345,1019
"Es sordomudo/a (061)",47,2,15,10,4,5,4,1,6
"Hombres (063)",19473,887,4406,4302,3323,2945,1912,996,702
"Quechua (064)",1198,4,47,180,213,303,227,136,88
"Aymara (065)",5,,1,1,,1,1,,1
"Ashaninca (066)",5,,1,,2,1,,,1
"Otra lengua nativa (067)",8,,,5,3,,,,
"Castellano (068)",18228,882,4345,4110,3103,2636,1683,859,610
"Es sordomudo/a (070)",29,1,12,6,2,4,1,1,2
"Mujeres (072)",13844,803,3942,2871,2162,1935,1079,560,492
"Quechua (073)",806,5,34,96,157,226,135,74,79
"Aymara (074)",1,,,,,1,,,
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",13017,797,3905,2771,2001,1707,941,486,409
"Es sordomudo/a (079)",18,1,3,4,2,1,3,,4
