"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHURCAMPA (000)",13112,10658,1060,455,939
"Agric., ganadería, caza y silvicultura (001)",9537,8835,617,78,7
"Pesca (002)",5,4,,1,
"Explotación de minas y canteras (003)",695,51,26,46,572
"Industrias manufactureras (004)",167,136,21,9,1
"Suministro de electricidad, gas y agua (005)",25,1,,22,2
"Construcción (006)",257,162,58,36,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",562,541,13,6,2
"Venta, mant.y rep. veh.autom y motoc. (008)",29,24,1,2,2
"Comercio al por mayor (009)",26,25,,1,
"Comercio al por menor (010)",507,492,12,3,
"Hoteles y restaurantes (011)",257,192,56,7,2
"Trans., almac. y comunicaciones (012)",124,106,10,6,2
"Intermediación financiera (013)",5,2,,1,2
"Activid.inmobil., empres. y alquileres (014)",110,38,9,55,8
"Admin.pub. y defensa; p. segur soc.afil (015)",245,,,,245
"Enseñanza (016)",670,248,212,175,35
"Servicios sociales y de salud (017)",102,36,8,1,57
"Otras activ. serv.comun.soc y personales (018)",52,36,14,2,
"Hogares privados con servicio doméstico (019)",65,65,,,
"Actividad economica no especificada (021)",234,205,16,10,3
"Hombres (022)",9188,7215,823,361,789
"Agric., ganadería, caza y silvicultura (023)",6936,6334,528,70,4
"Pesca (024)",5,4,,1,
"Explotación de minas y canteras (025)",669,47,25,45,552
"Industrias manufactureras (026)",103,83,12,8,
"Suministro de electricidad, gas y agua (027)",25,1,,22,2
"Construcción (028)",251,159,58,33,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",225,212,7,4,2
"Venta, mant.y rep. veh.autom y motoc. (030)",28,23,1,2,2
"Comercio al por mayor (031)",20,19,,1,
"Comercio al por menor (032)",177,170,6,1,
"Hoteles y restaurantes (033)",67,32,29,6,
"Trans., almac. y comunicaciones (034)",118,102,8,6,2
"Intermediación financiera (035)",2,,,,2
"Activid.inmobil., empres. y alquileres (036)",90,27,7,50,6
"Admin.pub. y defensa; p. segur soc.afil (037)",178,,,,178
"Enseñanza (038)",367,111,127,109,20
"Servicios sociales y de salud (039)",35,15,1,1,18
"Otras activ. serv.comun.soc y personales (040)",21,11,10,,
"Hogares privados con servicio doméstico (041)",6,6,,,
"Actividad economica no especificada (043)",90,71,11,6,2
