"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CAJABAMBA",,,,,,,,,
"Viviendas particulares (001)",1169,406,246,71,163,12,23,17,231
"Ocupantes presentes (002)",5128,1791,1070,337,740,52,95,66,977
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1169,406,246,71,163,12,23,17,231
"Ocupantes presentes (005)",5128,1791,1070,337,740,52,95,66,977
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",186,101,33,14,26,2,2,,8
"Ocupantes presentes (029)",884,468,165,59,134,6,10,,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",186,101,33,14,26,2,2,,8
"Ocupantes presentes (032)",884,468,165,59,134,6,10,,42
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",983,305,213,57,137,10,21,17,223
"Ocupantes presentes (056)",4244,1323,905,278,606,46,85,66,935
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",983,305,213,57,137,10,21,17,223
"Ocupantes presentes (059)",4244,1323,905,278,606,46,85,66,935
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
