"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ACOMAYO",,,,,,,,,
"Viviendas particulares (001)",7409,2839,2506,176,5,367,1139,316,61
"Ocupantes presentes (002)",27217,10376,9728,675,9,1355,4121,828,125
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7168,2821,2499,172,5,270,1028,313,60
"Ocupantes presentes (005)",26430,10314,9698,666,9,1020,3774,825,124
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,1,4,,,,,,
"Ocupantes presentes (011)",20,3,17,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,13,3,,,,,,
"Ocupantes presentes (014)",62,49,13,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",215,,,4,,97,111,2,1
"Ocupantes presentes (017)",694,,,9,,335,347,2,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,,,,,,1,
"Ocupantes presentes (023)",10,9,,,,,,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4021,1903,1772,46,,30,63,162,45
"Ocupantes presentes (029)",14352,6745,6692,166,,77,156,425,91
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3995,1885,1765,46,,30,63,161,45
"Ocupantes presentes (032)",14259,6683,6662,166,,77,156,424,91
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,1,4,,,,,,
"Ocupantes presentes (038)",20,3,17,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,13,3,,,,,,
"Ocupantes presentes (041)",62,49,13,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,,,,,,1,
"Ocupantes presentes (050)",10,9,,,,,,1,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3388,936,734,130,5,337,1076,154,16
"Ocupantes presentes (056)",12865,3631,3036,509,9,1278,3965,403,34
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3173,936,734,126,5,240,965,152,15
"Ocupantes presentes (059)",12171,3631,3036,500,9,943,3618,401,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",215,,,4,,97,111,2,1
"Ocupantes presentes (071)",694,,,9,,335,347,2,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
