"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TARMA",,,,,,,,,
"Viviendas particulares (001)",1608,724,270,93,286,24,18,34,159
"Ocupantes presentes (002)",6835,2986,1151,379,1249,98,97,167,708
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1548,699,258,92,273,19,17,34,156
"Ocupantes presentes (005)",6552,2877,1103,373,1178,77,93,167,684
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,2,4,1,2,,,,
"Ocupantes presentes (008)",62,12,25,6,19,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",14,6,,,6,,,,2
"Ocupantes presentes (011)",82,28,,,35,,,,19
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",34,15,8,,4,5,1,,1
"Ocupantes presentes (014)",132,67,23,,12,21,4,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,2,,,,,,,
"Ocupantes presentes (020)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,1,,,,
"Ocupantes presentes (023)",5,,,,5,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1202,483,187,76,239,24,17,32,144
"Ocupantes presentes (029)",5312,2065,842,316,1086,98,95,154,656
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1142,458,175,75,226,19,16,32,141
"Ocupantes presentes (032)",5029,1956,794,310,1015,77,91,154,632
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,2,4,1,2,,,,
"Ocupantes presentes (035)",62,12,25,6,19,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",14,6,,,6,,,,2
"Ocupantes presentes (038)",82,28,,,35,,,,19
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",34,15,8,,4,5,1,,1
"Ocupantes presentes (041)",132,67,23,,12,21,4,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,2,,,,,,,
"Ocupantes presentes (047)",2,2,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,1,,,,
"Ocupantes presentes (050)",5,,,,5,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",406,241,83,17,47,,1,2,15
"Ocupantes presentes (056)",1523,921,309,63,163,,2,13,52
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",406,241,83,17,47,,1,2,15
"Ocupantes presentes (059)",1523,921,309,63,163,,2,13,52
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
