"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAROCHIRI (000)",928,252,676
"Sin nivel (001)",13,2,11
"Educación inicial (002)",1,1,
"Primaria (003)",152,40,112
"Secundaria (004)",490,139,351
"Superior no univ. incompleta (005)",70,20,50
"Superior no univ. completa (006)",95,27,68
"Superior univ. incompleta (007)",41,12,29
"Superior univ. completa (008)",66,11,55
"Hombres (010)",626,153,473
"Sin nivel (011)",7,1,6
"Primaria (013)",107,22,85
"Secundaria (014)",363,96,267
"Superior no univ. incompleta (015)",45,12,33
"Superior no univ. completa (016)",44,10,34
"Superior univ. incompleta (017)",29,8,21
"Superior univ. completa (018)",31,4,27
"Mujeres (020)",302,99,203
"Sin nivel (021)",6,1,5
"Educación inicial (022)",1,1,
"Primaria (023)",45,18,27
"Secundaria (024)",127,43,84
"Superior no univ. incompleta (025)",25,8,17
"Superior no univ. completa (026)",51,17,34
"Superior univ. incompleta (027)",12,4,8
"Superior univ. completa (028)",35,7,28
,,,
"AREA URBANA (030)",712,184,528
"Sin nivel (031)",8,1,7
"Primaria (033)",105,26,79
"Secundaria (034)",371,98,273
"Superior no univ. incompleta (035)",55,17,38
"Superior no univ. completa (036)",81,23,58
"Superior univ. incompleta (037)",34,9,25
"Superior univ. completa (038)",58,10,48
"Hombres (040)",474,104,370
"Sin nivel (041)",4,,4
"Primaria (043)",72,12,60
"Secundaria (044)",268,63,205
"Superior no univ. incompleta (045)",38,10,28
"Superior no univ. completa (046)",39,10,29
"Superior univ. incompleta (047)",24,5,19
"Superior univ. completa (048)",29,4,25
"Mujeres (050)",238,80,158
"Sin nivel (051)",4,1,3
"Primaria (053)",33,14,19
"Secundaria (054)",103,35,68
"Superior no univ. incompleta (055)",17,7,10
"Superior no univ. completa (056)",42,13,29
"Superior univ. incompleta (057)",10,4,6
"Superior univ. completa (058)",29,6,23
,,,
"AREA RURAL (060)",216,68,148
"Sin nivel (061)",5,1,4
"Educación inicial (062)",1,1,
"Primaria (063)",47,14,33
"Secundaria (064)",119,41,78
"Superior no univ. incompleta (065)",15,3,12
"Superior no univ. completa (066)",14,4,10
"Superior univ. incompleta (067)",7,3,4
"Superior univ. completa (068)",8,1,7
"Hombres (070)",152,49,103
"Sin nivel (071)",3,1,2
"Primaria (073)",35,10,25
"Secundaria (074)",95,33,62
"Superior no univ. incompleta (075)",7,2,5
"Superior no univ. completa (076)",5,,5
"Superior univ. incompleta (077)",5,3,2
"Superior univ. completa (078)",2,,2
"Mujeres (080)",64,19,45
"Sin nivel (081)",2,,2
"Educación inicial (082)",1,1,
"Primaria (083)",12,4,8
"Secundaria (084)",24,8,16
"Superior no univ. incompleta (085)",8,1,7
"Superior no univ. completa (086)",9,4,5
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",6,1,5
