"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia GRAN CHIMU (000)",22589,3385,3986,4364,3750,2885,4219
"Conviviente (001)",8877,86,1217,2449,2079,1468,1578
"Separado(a) (002)",745,14,90,136,181,142,182
"Casado(a) (003)",3864,12,138,661,917,864,1272
"Viudo(a) (004)",1033,,11,24,47,102,849
"Divorciado(a) (005)",51,,1,6,8,14,22
"Soltero(a) (006)",8019,3273,2529,1088,518,295,316
"Hombres (008)",12395,1733,2258,2456,2077,1602,2269
"Conviviente (009)",4582,23,430,1291,1101,812,925
"Separado(a) (010)",281,,8,45,79,62,87
"Casado(a) (011)",2067,4,50,318,484,470,741
"Viudo(a) (012)",340,,4,6,18,30,282
"Divorciado(a) (013)",32,,,1,8,10,13
"Soltero(a) (014)",5093,1706,1766,795,387,218,221
"Mujeres (016)",10194,1652,1728,1908,1673,1283,1950
"Conviviente (017)",4295,63,787,1158,978,656,653
"Separado(a) (018)",464,14,82,91,102,80,95
"Casado(a) (019)",1797,8,88,343,433,394,531
"Viudo(a) (020)",693,,7,18,29,72,567
"Divorciado(a) (021)",19,,1,5,,4,9
"Soltero(a) (022)",2926,1567,763,293,131,77,95
,,,,,,,
"URBANA (024)",5085,747,894,902,891,672,979
"Conviviente (025)",1612,18,229,445,423,261,236
"Separado(a) (026)",187,,15,37,44,38,53
"Casado(a) (027)",1150,3,25,169,280,270,403
"Viudo(a) (028)",246,,6,4,17,24,195
"Divorciado(a) (029)",14,,1,2,,6,5
"Soltero(a) (030)",1876,726,618,245,127,73,87
"Hombres (032)",2512,371,463,432,428,338,480
"Conviviente (033)",772,7,81,202,200,145,137
"Separado(a) (034)",60,,1,14,15,10,20
"Casado(a) (035)",573,2,7,68,135,130,231
"Viudo(a) (036)",59,,2,,4,6,47
"Divorciado(a) (037)",6,,,,,3,3
"Soltero(a) (038)",1042,362,372,148,74,44,42
"Mujeres (040)",2573,376,431,470,463,334,499
"Conviviente (041)",840,11,148,243,223,116,99
"Separado(a) (042)",127,,14,23,29,28,33
"Casado(a) (043)",577,1,18,101,145,140,172
"Viudo(a) (044)",187,,4,4,13,18,148
"Divorciado(a) (045)",8,,1,2,,3,2
"Soltero(a) (046)",834,364,246,97,53,29,45
,,,,,,,
"RURAL (048)",17504,2638,3092,3462,2859,2213,3240
"Conviviente (049)",7265,68,988,2004,1656,1207,1342
"Separado(a) (050)",558,14,75,99,137,104,129
"Casado(a) (051)",2714,9,113,492,637,594,869
"Viudo(a) (052)",787,,5,20,30,78,654
"Divorciado(a) (053)",37,,,4,8,8,17
"Soltero(a) (054)",6143,2547,1911,843,391,222,229
"Hombres (056)",9883,1362,1795,2024,1649,1264,1789
"Conviviente (057)",3810,16,349,1089,901,667,788
"Separado(a) (058)",221,,7,31,64,52,67
"Casado(a) (059)",1494,2,43,250,349,340,510
"Viudo(a) (060)",281,,2,6,14,24,235
"Divorciado(a) (061)",26,,,1,8,7,10
"Soltero(a) (062)",4051,1344,1394,647,313,174,179
"Mujeres (064)",7621,1276,1297,1438,1210,949,1451
"Conviviente (065)",3455,52,639,915,755,540,554
"Separado(a) (066)",337,14,68,68,73,52,62
"Casado(a) (067)",1220,7,70,242,288,254,359
"Viudo(a) (068)",506,,3,14,16,54,419
"Divorciado(a) (069)",11,,,3,,1,7
"Soltero(a) (070)",2092,1203,517,196,78,48,50
