"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",1041,56,606,243,111,25
"Sin nivel (001)",55,9,20,11,9,6
"Primaria (003)",444,37,215,112,64,16
"Secundaria (004)",454,10,315,95,31,3
"Superior no univ. incompleta (005)",34,,25,7,2,
"Superior no univ. completa (006)",21,,12,7,2,
"Superior univ. incompleta (007)",18,,12,4,2,
"Superior univ. completa (008)",15,,7,7,1,
"Hombres (010)",832,35,474,200,101,22
"Sin nivel (011)",48,9,18,9,8,4
"Primaria (013)",349,20,164,90,60,15
"Secundaria (014)",368,6,253,79,27,3
"Superior no univ. incompleta (015)",28,,19,7,2,
"Superior no univ. completa (016)",14,,7,5,2,
"Superior univ. incompleta (017)",14,,9,4,1,
"Superior univ. completa (018)",11,,4,6,1,
"Mujeres (020)",209,21,132,43,10,3
"Sin nivel (021)",7,,2,2,1,2
"Primaria (023)",95,17,51,22,4,1
"Secundaria (024)",86,4,62,16,4,
"Superior no univ. incompleta (025)",6,,6,,,
"Superior no univ. completa (026)",7,,5,2,,
"Superior univ. incompleta (027)",4,,3,,1,
"Superior univ. completa (028)",4,,3,1,,
,,,,,,
"Area Urbana (030)",506,18,297,119,61,11
"Sin nivel (031)",7,1,2,1,1,2
"Primaria (033)",161,12,65,46,29,9
"Secundaria (034)",273,5,190,52,26,
"Superior no univ. incompleta (035)",24,,18,6,,
"Superior no univ. completa (036)",18,,10,6,2,
"Superior univ. incompleta (037)",12,,6,4,2,
"Superior univ. completa (038)",11,,6,4,1,
"Hombres (040)",388,11,223,93,52,9
"Sin nivel (041)",6,1,2,1,1,1
"Primaria (043)",124,7,49,35,25,8
"Secundaria (044)",210,3,146,39,22,
"Superior no univ. incompleta (045)",19,,13,6,,
"Superior no univ. completa (046)",13,,7,4,2,
"Superior univ. incompleta (047)",8,,3,4,1,
"Superior univ. completa (048)",8,,3,4,1,
"Mujeres (050)",118,7,74,26,9,2
"Sin nivel (051)",1,,,,,1
"Primaria (053)",37,5,16,11,4,1
"Secundaria (054)",63,2,44,13,4,
"Superior no univ. incompleta (055)",5,,5,,,
"Superior no univ. completa (056)",5,,3,2,,
"Superior univ. incompleta (057)",4,,3,,1,
"Superior univ. completa (058)",3,,3,,,
,,,,,,
"Area Rural (060)",535,38,309,124,50,14
"Sin nivel (061)",48,8,18,10,8,4
"Primaria (063)",283,25,150,66,35,7
"Secundaria (064)",181,5,125,43,5,3
"Superior no univ. incompleta (065)",10,,7,1,2,
"Superior no univ. completa (066)",3,,2,1,,
"Superior univ. incompleta (067)",6,,6,,,
"Superior univ. completa (068)",4,,1,3,,
"Hombres (070)",444,24,251,107,49,13
"Sin nivel (071)",42,8,16,8,7,3
"Primaria (073)",225,13,115,55,35,7
"Secundaria (074)",158,3,107,40,5,3
"Superior no univ. incompleta (075)",9,,6,1,2,
"Superior no univ. completa (076)",1,,,1,,
"Superior univ. incompleta (077)",6,,6,,,
"Superior univ. completa (078)",3,,1,2,,
"Mujeres (080)",91,14,58,17,1,1
"Sin nivel (081)",6,,2,2,1,1
"Primaria (083)",58,12,35,11,,
"Secundaria (084)",23,2,18,3,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",2,,2,,,
"Superior univ. completa (088)",1,,,1,,
