"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARABAYA (000)",27265,690,10048,9368,5575,1584
"Empleado (001)",1942,7,620,974,326,15
"Obrero (002)",3539,26,1722,1172,550,69
"Trabajador independiente (003)",12110,43,3353,4494,3143,1077
"Empleador o patrono (004)",301,,81,105,86,29
"Trabajador familiar no remunerado (005)",6535,551,2721,1825,1121,317
"Trabajador del hogar (006)",149,10,81,33,20,5
"Desocupado (008)",2689,53,1470,765,329,72
"Hombres (009)",17485,371,6300,6137,3642,1035
"Empleado (010)",1313,7,343,677,273,13
"Obrero (011)",3028,18,1477,1031,451,51
"Trabajador independiente (012)",8710,22,2285,3294,2324,785
"Empleador o patrono (013)",228,,56,81,66,25
"Trabajador familiar no remunerado (014)",2095,295,1071,395,234,100
"Trabajador del hogar (015)",29,1,15,8,4,1
"Desocupado (017)",2082,28,1053,651,290,60
"Mujeres (018)",9780,319,3748,3231,1933,549
"Empleado (019)",629,,277,297,53,2
"Obrero (020)",511,8,245,141,99,18
"Trabajador independiente (021)",3400,21,1068,1200,819,292
"Empleador o patrono (022)",73,,25,24,20,4
"Trabajador familiar no remunerado (023)",4440,256,1650,1430,887,217
"Trabajador del hogar (024)",120,9,66,25,16,4
"Desocupado (026)",607,25,417,114,39,12
,,,,,,
"URBANA (027)",9648,123,3428,3759,1940,398
"Empleado (028)",1503,7,456,749,280,11
"Obrero (029)",1499,9,658,558,251,23
"Trabajador independiente (030)",3814,22,1006,1586,945,255
"Empleador o patrono (031)",85,,25,28,25,7
"Trabajador familiar no remunerado (032)",1174,54,453,385,221,61
"Trabajador del hogar (033)",79,7,44,16,9,3
"Desocupado (035)",1494,24,786,437,209,38
"Hombres (036)",6182,67,2129,2429,1301,256
"Empleado (037)",1027,7,252,524,235,9
"Obrero (038)",1316,5,567,504,222,18
"Trabajador independiente (039)",2304,14,561,962,594,173
"Empleador o patrono (040)",56,,15,16,19,6
"Trabajador familiar no remunerado (041)",339,29,183,62,46,19
"Trabajador del hogar (042)",15,1,8,4,1,1
"Desocupado (044)",1125,11,543,357,184,30
"Mujeres (045)",3466,56,1299,1330,639,142
"Empleado (046)",476,,204,225,45,2
"Obrero (047)",183,4,91,54,29,5
"Trabajador independiente (048)",1510,8,445,624,351,82
"Empleador o patrono (049)",29,,10,12,6,1
"Trabajador familiar no remunerado (050)",835,25,270,323,175,42
"Trabajador del hogar (051)",64,6,36,12,8,2
"Desocupado (053)",369,13,243,80,25,8
,,,,,,
"RURAL (054)",17617,567,6620,5609,3635,1186
"Empleado (055)",439,,164,225,46,4
"Obrero (056)",2040,17,1064,614,299,46
"Trabajador independiente (057)",8296,21,2347,2908,2198,822
"Empleador o patrono (058)",216,,56,77,61,22
"Trabajador familiar no remunerado (059)",5361,497,2268,1440,900,256
"Trabajador del hogar (060)",70,3,37,17,11,2
"Desocupado (062)",1195,29,684,328,120,34
"Hombres (063)",11303,304,4171,3708,2341,779
"Empleado (064)",286,,91,153,38,4
"Obrero (065)",1712,13,910,527,229,33
"Trabajador independiente (066)",6406,8,1724,2332,1730,612
"Empleador o patrono (067)",172,,41,65,47,19
"Trabajador familiar no remunerado (068)",1756,266,888,333,188,81
"Trabajador del hogar (069)",14,,7,4,3,
"Desocupado (071)",957,17,510,294,106,30
"Mujeres (072)",6314,263,2449,1901,1294,407
"Empleado (073)",153,,73,72,8,
"Obrero (074)",328,4,154,87,70,13
"Trabajador independiente (075)",1890,13,623,576,468,210
"Empleador o patrono (076)",44,,15,12,14,3
"Trabajador familiar no remunerado (077)",3605,231,1380,1107,712,175
"Trabajador del hogar (078)",56,3,30,13,8,2
"Desocupado (080)",238,12,174,34,14,4
