"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAMBOPATA (000)",34005,24197,3489,2546,3773
"Sin nivel (001)",990,893,49,28,20
"Educación inicial (002)",45,39,2,2,2
"Primaria (003)",5641,4892,418,208,123
"Secundaria (004)",13673,10633,1495,748,797
"Superior no univ. incompleta (005)",2983,2052,352,237,342
"Superior no univ. completa (006)",3409,1778,376,459,796
"Superior univ. incompleta (007)",3051,2046,314,246,445
"Superior univ. completa (008)",4213,1864,483,618,1248
"De 06 a 14 años (010)",564,505,45,9,5
"Sin nivel (011)",7,7,,,
"Educación inicial (012)",7,5,1,1,
"Primaria (013)",293,269,17,6,1
"Secundaria (014)",257,224,27,2,4
"De 15 a 29 años (020)",13115,9441,1615,978,1081
"Sin nivel (021)",96,82,7,5,2
"Educación inicial (022)",16,16,,,
"Primaria (023)",1005,834,106,49,16
"Secundaria (024)",6595,5159,809,367,260
"Superior no univ. incompleta (025)",1500,1046,202,120,132
"Superior no univ. completa (026)",1229,660,155,160,254
"Superior univ. incompleta (027)",1607,1137,187,132,151
"Superior univ. completa (028)",1067,507,149,145,266
"De 30 a 44 años (030)",12393,8310,1239,1099,1745
"Sin nivel (031)",349,307,21,14,7
"Educación inicial (032)",22,18,1,1,2
"Primaria (033)",2142,1820,174,91,57
"Secundaria (034)",4397,3379,462,258,298
"Superior no univ. incompleta (035)",1024,680,108,86,150
"Superior no univ. completa (036)",1533,736,168,236,393
"Superior univ. incompleta (037)",897,561,80,67,189
"Superior univ. completa (038)",2029,809,225,346,649
"De 45 a 64 años (040)",6982,5086,551,441,904
"Sin nivel (041)",382,349,16,8,9
"Primaria (043)",1763,1564,101,55,43
"Secundaria (044)",2261,1734,190,117,220
"Superior no univ. incompleta (045)",423,292,42,31,58
"Superior no univ. completa (046)",593,335,51,60,147
"Superior univ. incompleta (047)",504,312,46,46,100
"Superior univ. completa (048)",1056,500,105,124,327
"De 65 y más años (050)",951,855,39,19,38
"Sin nivel (051)",156,148,5,1,2
"Primaria (053)",438,405,20,7,6
"Secundaria (054)",163,137,7,4,15
"Superior no univ. incompleta (055)",36,34,,,2
"Superior no univ. completa (056)",54,47,2,3,2
"Superior univ. incompleta (057)",43,36,1,1,5
