"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYMARAES (000)",27801,6030,679,10854,7742,567,792,411,726
"Quechua (001)",19754,5019,332,8341,5029,267,324,168,274
"Aymara (002)",42,10,1,9,14,2,4,1,1
"Ashaninca (003)",4,,,3,1,,,,
"Otra lengua nativa (004)",3,,,2,1,,,,
"Castellano (005)",7953,964,346,2493,2697,297,464,241,451
"Idioma extranjero (006)",1,,,,,1,,,
"Es sordomudo/a (007)",44,37,,6,,,,1,
"Hombres (009)",14206,1826,339,5695,4713,336,524,285,488
"Quechua (010)",9732,1338,168,4424,3088,157,225,123,209
"Aymara (011)",20,3,,3,10,2,1,,1
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",2,,,1,1,,,,
"Castellano (014)",4435,471,171,1265,1614,176,298,162,278
"Idioma extranjero (015)",1,,,,,1,,,
"Es sordomudo/a (016)",15,14,,1,,,,,
"Mujeres (018)",13595,4204,340,5159,3029,231,268,126,238
"Quechua (019)",10022,3681,164,3917,1941,110,99,45,65
"Aymara (020)",22,7,1,6,4,,3,1,
"Ashaninca (021)",3,,,2,1,,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",3518,493,175,1228,1083,121,166,79,173
"Es sordomudo/a (025)",29,23,,5,,,,1,
,,,,,,,,,
"URBANA (027)",12009,2010,331,4470,3646,340,463,263,486
"Quechua (028)",7039,1441,112,2876,1997,145,197,99,172
"Aymara (029)",17,2,,5,5,,3,1,1
"Ashaninca (030)",1,,,,1,,,,
"Otra lengua nativa (031)",2,,,1,1,,,,
"Castellano (032)",4937,557,219,1587,1642,194,263,162,313
"Idioma extranjero (033)",1,,,,,1,,,
"Es sordomudo/a (034)",12,10,,1,,,,1,
"Hombres (036)",5948,584,178,2229,2068,166,247,178,298
"Quechua (037)",3353,316,60,1425,1150,73,126,76,127
"Aymara (038)",7,1,,2,3,,,,1
"Otra lengua nativa (040)",1,,,,1,,,,
"Castellano (041)",2581,262,118,802,914,92,121,102,170
"Idioma extranjero (042)",1,,,,,1,,,
"Es sordomudo/a (043)",5,5,,,,,,,
"Mujeres (045)",6061,1426,153,2241,1578,174,216,85,188
"Quechua (046)",3686,1125,52,1451,847,72,71,23,45
"Aymara (047)",10,1,,3,2,,3,1,
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",1,,,1,,,,,
"Castellano (050)",2356,295,101,785,728,102,142,60,143
"Es sordomudo/a (052)",7,5,,1,,,,1,
,,,,,,,,,
"RURAL (054)",15792,4020,348,6384,4096,227,329,148,240
"Quechua (055)",12715,3578,220,5465,3032,122,127,69,102
"Aymara (056)",25,8,1,4,9,2,1,,
"Ashaninca (057)",3,,,3,,,,,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",3016,407,127,906,1055,103,201,79,138
"Es sordomudo/a (061)",32,27,,5,,,,,
"Hombres (063)",8258,1242,161,3466,2645,170,277,107,190
"Quechua (064)",6379,1022,108,2999,1938,84,99,47,82
"Aymara (065)",13,2,,1,7,2,1,,
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",1854,209,53,463,700,84,177,60,108
"Es sordomudo/a (070)",10,9,,1,,,,,
"Mujeres (072)",7534,2778,187,2918,1451,57,52,41,50
"Quechua (073)",6336,2556,112,2466,1094,38,28,22,20
"Aymara (074)",12,6,1,3,2,,,,
"Ashaninca (075)",2,,,2,,,,,
"Castellano (077)",1162,198,74,443,355,19,24,19,30
"Es sordomudo/a (079)",22,18,,4,,,,,
