"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARHUAZ (000)",13777,212,4688,4536,3261,1080
"Empleado (001)",1605,6,560,692,320,27
"Obrero (002)",2064,20,842,672,431,99
"Trabajador independiente (003)",7087,37,1766,2443,2040,801
"Empleador o patrono (004)",145,,42,49,39,15
"Trabajador familiar no remunerado (005)",1676,123,859,357,244,93
"Trabajador del hogar (006)",312,3,169,66,54,20
"Desocupado (008)",888,23,450,257,133,25
"Hombres (009)",10246,135,3446,3402,2449,814
"Empleado (010)",1011,4,331,433,226,17
"Obrero (011)",1817,13,745,598,378,83
"Trabajador independiente (012)",5708,26,1441,1971,1617,653
"Empleador o patrono (013)",104,,30,37,27,10
"Trabajador familiar no remunerado (014)",886,74,554,149,80,29
"Trabajador del hogar (015)",7,1,2,2,2,
"Desocupado (017)",713,17,343,212,119,22
"Mujeres (018)",3531,77,1242,1134,812,266
"Empleado (019)",594,2,229,259,94,10
"Obrero (020)",247,7,97,74,53,16
"Trabajador independiente (021)",1379,11,325,472,423,148
"Empleador o patrono (022)",41,,12,12,12,5
"Trabajador familiar no remunerado (023)",790,49,305,208,164,64
"Trabajador del hogar (024)",305,2,167,64,52,20
"Desocupado (026)",175,6,107,45,14,3
,,,,,,
"URBANA (027)",5545,75,1795,1908,1346,421
"Empleado (028)",1133,5,375,493,242,18
"Obrero (029)",784,10,316,257,161,40
"Trabajador independiente (030)",2501,12,608,857,731,293
"Empleador o patrono (031)",102,,24,40,29,9
"Trabajador familiar no remunerado (032)",581,46,248,135,111,41
"Trabajador del hogar (033)",149,1,88,32,20,8
"Desocupado (035)",295,1,136,94,52,12
"Hombres (036)",3671,46,1187,1250,907,281
"Empleado (037)",680,3,212,286,168,11
"Obrero (038)",677,7,268,227,143,32
"Trabajador independiente (039)",1737,9,438,587,494,209
"Empleador o patrono (040)",71,,17,29,19,6
"Trabajador familiar no remunerado (041)",270,26,151,47,33,13
"Trabajador del hogar (042)",5,,2,2,1,
"Desocupado (044)",231,1,99,72,49,10
"Mujeres (045)",1874,29,608,658,439,140
"Empleado (046)",453,2,163,207,74,7
"Obrero (047)",107,3,48,30,18,8
"Trabajador independiente (048)",764,3,170,270,237,84
"Empleador o patrono (049)",31,,7,11,10,3
"Trabajador familiar no remunerado (050)",311,20,97,88,78,28
"Trabajador del hogar (051)",144,1,86,30,19,8
"Desocupado (053)",64,,37,22,3,2
,,,,,,
"RURAL (054)",8232,137,2893,2628,1915,659
"Empleado (055)",472,1,185,199,78,9
"Obrero (056)",1280,10,526,415,270,59
"Trabajador independiente (057)",4586,25,1158,1586,1309,508
"Empleador o patrono (058)",43,,18,9,10,6
"Trabajador familiar no remunerado (059)",1095,77,611,222,133,52
"Trabajador del hogar (060)",163,2,81,34,34,12
"Desocupado (062)",593,22,314,163,81,13
"Hombres (063)",6575,89,2259,2152,1542,533
"Empleado (064)",331,1,119,147,58,6
"Obrero (065)",1140,6,477,371,235,51
"Trabajador independiente (066)",3971,17,1003,1384,1123,444
"Empleador o patrono (067)",33,,13,8,8,4
"Trabajador familiar no remunerado (068)",616,48,403,102,47,16
"Trabajador del hogar (069)",2,1,,,1,
"Desocupado (071)",482,16,244,140,70,12
"Mujeres (072)",1657,48,634,476,373,126
"Empleado (073)",141,,66,52,20,3
"Obrero (074)",140,4,49,44,35,8
"Trabajador independiente (075)",615,8,155,202,186,64
"Empleador o patrono (076)",10,,5,1,2,2
"Trabajador familiar no remunerado (077)",479,29,208,120,86,36
"Trabajador del hogar (078)",161,1,81,34,33,12
"Desocupado (080)",111,6,70,23,11,1
