"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MIGUEL (000)",42836,6632,7045,7733,7069,5242,9115
"Católica (001)",33907,5540,5747,6094,5649,4070,6807
"Cristiana/Evangélica (002)",6969,792,962,1238,1107,956,1914
"Otra (003)",831,86,109,156,121,116,243
"Ninguna (004)",1129,214,227,245,192,100,151
"Hombres (006)",20989,3455,3590,3744,3416,2490,4294
"Católica (007)",17129,2930,3003,3041,2787,2018,3350
"Cristiana/Evangélica (008)",2905,372,412,499,476,378,768
"Otra (009)",364,43,46,75,51,44,105
"Ninguna (010)",591,110,129,129,102,50,71
"Mujeres (012)",21847,3177,3455,3989,3653,2752,4821
"Católica (013)",16778,2610,2744,3053,2862,2052,3457
"Cristiana/Evangélica (014)",4064,420,550,739,631,578,1146
"Otra (015)",467,43,63,81,70,72,138
"Ninguna (016)",538,104,98,116,90,50,80
,,,,,,,
"URBANA (018)",7131,1017,1024,1358,1363,979,1390
"Católica (019)",5815,841,843,1118,1120,790,1103
"Cristiana/Evangélica (020)",1070,148,135,186,195,160,246
"Otra (021)",121,10,16,29,24,18,24
"Ninguna (022)",125,18,30,25,24,11,17
"Hombres (024)",3565,556,527,641,650,506,685
"Católica (025)",2965,462,445,543,539,420,556
"Cristiana/Evangélica (026)",466,79,57,69,84,70,107
"Otra (027)",61,6,9,12,12,9,13
"Ninguna (028)",73,9,16,17,15,7,9
"Mujeres (030)",3566,461,497,717,713,473,705
"Católica (031)",2850,379,398,575,581,370,547
"Cristiana/Evangélica (032)",604,69,78,117,111,90,139
"Otra (033)",60,4,7,17,12,9,11
"Ninguna (034)",52,9,14,8,9,4,8
,,,,,,,
"RURAL (036)",35705,5615,6021,6375,5706,4263,7725
"Católica (037)",28092,4699,4904,4976,4529,3280,5704
"Cristiana/Evangélica (038)",5899,644,827,1052,912,796,1668
"Otra (039)",710,76,93,127,97,98,219
"Ninguna (040)",1004,196,197,220,168,89,134
"Hombres (042)",17424,2899,3063,3103,2766,1984,3609
"Católica (043)",14164,2468,2558,2498,2248,1598,2794
"Cristiana/Evangélica (044)",2439,293,355,430,392,308,661
"Otra (045)",303,37,37,63,39,35,92
"Ninguna (046)",518,101,113,112,87,43,62
"Mujeres (048)",18281,2716,2958,3272,2940,2279,4116
"Católica (049)",13928,2231,2346,2478,2281,1682,2910
"Cristiana/Evangélica (050)",3460,351,472,622,520,488,1007
"Otra (051)",407,39,56,64,58,63,127
"Ninguna (052)",486,95,84,108,81,46,72
