"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CORONEL PORTILLO (000)",160872,23316,43090,42020,52446
"Asiste actualmente (001)",104502,10983,39809,36004,17706
"No asiste (002)",56370,12333,3281,6016,34740
"Hombres (004)",80902,11934,21985,21185,25798
"Asiste actualmente (005)",53095,5530,20283,18251,9031
"No asiste (006)",27807,6404,1702,2934,16767
"Mujeres (008)",79970,11382,21105,20835,26648
"Asiste actualmente (009)",51407,5453,19526,17753,8675
"No asiste (010)",28563,5929,1579,3082,17973
,,,,,
"URBANA (012)",134538,18845,35280,35470,44943
"Asiste actualmente (013)",89319,8861,32978,31162,16318
"No asiste (014)",45219,9984,2302,4308,28625
"Hombres (016)",67017,9572,17947,17685,21813
"Asiste actualmente (017)",45050,4419,16782,15632,8217
"No asiste (018)",21967,5153,1165,2053,13596
"Mujeres (020)",67521,9273,17333,17785,23130
"Asiste actualmente (021)",44269,4442,16196,15530,8101
"No asiste (022)",23252,4831,1137,2255,15029
,,,,,
"RURAL (024)",26334,4471,7810,6550,7503
"Asiste actualmente (025)",15183,2122,6831,4842,1388
"No asiste (026)",11151,2349,979,1708,6115
"Hombres (028)",13885,2362,4038,3500,3985
"Asiste actualmente (029)",8045,1111,3501,2619,814
"No asiste (030)",5840,1251,537,881,3171
"Mujeres (032)",12449,2109,3772,3050,3518
"Asiste actualmente (033)",7138,1011,3330,2223,574
"No asiste (034)",5311,1098,442,827,2944
