"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia TARMA",,,,,,,,,
"Viviendas particulares (001)",26987,13973,1890,413,14,757,9038,718,184
"Ocupantes presentes (002)",111056,60850,8400,1703,51,3109,33638,2648,657
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",25655,13159,1674,380,14,733,8811,706,178
"Ocupantes presentes (005)",105200,57176,7348,1572,51,2994,32822,2592,645
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",236,210,26,,,,,,
"Ocupantes presentes (008)",1056,941,115,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",512,388,121,,,,,3,
"Ocupantes presentes (011)",2355,1755,592,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",319,191,67,11,,3,41,5,1
"Ocupantes presentes (014)",1539,903,340,51,,11,218,15,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",219,,,20,,20,177,2,
"Ocupantes presentes (017)",757,,,75,,102,573,7,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,2,1,1,,,,,2
"Ocupantes presentes (020)",11,3,1,1,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",35,23,1,1,,1,5,1,3
"Ocupantes presentes (023)",126,72,4,4,,2,20,19,5
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,4,1,
"Ocupantes presentes (026)",12,,,,,,5,7,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",16928,10410,1581,171,7,219,4019,376,145
"Ocupantes presentes (029)",71545,46220,7174,746,29,927,14519,1397,533
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",15818,9596,1365,158,7,216,3970,367,139
"Ocupantes presentes (032)",66462,42546,6122,690,29,916,14283,1355,521
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",236,210,26,,,,,,
"Ocupantes presentes (035)",1056,941,115,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",512,388,121,,,,,3,
"Ocupantes presentes (038)",2355,1755,592,,,,,8,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",319,191,67,11,,3,41,5,1
"Ocupantes presentes (041)",1539,903,340,51,,11,218,15,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,2,1,1,,,,,2
"Ocupantes presentes (047)",11,3,1,1,,,,,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",33,23,1,1,,,4,1,3
"Ocupantes presentes (050)",117,72,4,4,,,13,19,5
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,4,,
"Ocupantes presentes (053)",5,,,,,,5,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10059,3563,309,242,7,538,5019,342,39
"Ocupantes presentes (056)",39511,14630,1226,957,22,2182,19119,1251,124
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9837,3563,309,222,7,517,4841,339,39
"Ocupantes presentes (059)",38738,14630,1226,882,22,2078,18539,1237,124
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",219,,,20,,20,177,2,
"Ocupantes presentes (071)",757,,,75,,102,573,7,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,1,1,,
"Ocupantes presentes (077)",9,,,,,2,7,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,1,
"Ocupantes presentes (080)",7,,,,,,,7,
