"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARAL (000)",153044,14556,4068,49141,59778,6455,6698,5289,7059
"Jefe o Jefa (001)",41319,2680,23,14221,16451,1762,2131,1269,2782
"Esposa(o)/ compa¤era(o) (002)",25890,2659,34,8808,9806,957,1493,599,1534
"Hijo(a)/ hijastro(a) (003)",60636,5737,2957,18035,24300,2827,2214,2671,1895
"Yerno/ nuera (004)",3092,30,7,317,1899,229,237,148,225
"Nieto(a) (005)",8445,1602,821,3243,2213,181,107,186,92
"Padres/ suegros (006)",2350,874,,1127,264,15,30,6,34
"Otro(a) pariente (007)",9430,849,205,2917,3992,392,375,336,364
"Trabajador(a) del hogar (008)",128,5,,50,70,2,,1,
"Pensionista (009)",128,3,,27,69,5,8,1,15
"Otro(a) no pariente (010)",1626,117,21,396,714,85,103,72,118
"Hombres (012)",76387,5645,2049,23931,32670,3163,2850,2656,3423
"Jefe o Jefa (013)",30188,1233,13,10066,13041,1323,1492,949,2071
"Esposa(o)/ compa¤era(o) (014)",1876,63,5,532,922,89,96,50,119
"Hijo(a)/ hijastro(a) (015)",31519,2940,1503,9312,13570,1290,846,1265,793
"Yerno/ nuera (016)",1632,12,4,164,979,112,124,83,154
"Nieto(a) (017)",4326,824,403,1653,1182,82,53,87,42
"Padres/ suegros (018)",731,152,,432,120,6,6,2,13
"Otro(a) pariente (019)",5099,364,110,1531,2341,215,185,182,171
"Trabajador(a) del hogar (020)",19,2,,4,13,,,,
"Pensionista (021)",80,1,,17,52,1,3,1,5
"Otro(a) no pariente (022)",917,54,11,220,450,45,45,37,55
"Mujeres (024)",76657,8911,2019,25210,27108,3292,3848,2633,3636
"Jefe o Jefa (025)",11131,1447,10,4155,3410,439,639,320,711
"Esposa(o)/ compa¤era(o) (026)",24014,2596,29,8276,8884,868,1397,549,1415
"Hijo(a)/ hijastro(a) (027)",29117,2797,1454,8723,10730,1537,1368,1406,1102
"Yerno/ nuera (028)",1460,18,3,153,920,117,113,65,71
"Nieto(a) (029)",4119,778,418,1590,1031,99,54,99,50
"Padres/ suegros (030)",1619,722,,695,144,9,24,4,21
"Otro(a) pariente (031)",4331,485,95,1386,1651,177,190,154,193
"Trabajador(a) del hogar (032)",109,3,,46,57,2,,1,
"Pensionista (033)",48,2,,10,17,4,5,,10
"Otro(a) no pariente (034)",709,63,10,176,264,40,58,35,63
,,,,,,,,,
"URBANA (036)",127926,10841,3406,39941,51183,5636,5846,4658,6415
"Jefe o Jefa (037)",34273,1697,19,11275,14145,1587,1895,1126,2529
"Esposa(o)/ compa¤era(o) (038)",21300,1667,22,6952,8514,848,1354,533,1410
"Hijo(a)/ hijastro(a) (039)",50922,4690,2478,14909,20583,2396,1856,2316,1694
"Yerno/ nuera (040)",2601,22,6,240,1596,198,199,134,206
"Nieto(a) (041)",7072,1317,681,2706,1885,152,86,159,86
"Padres/ suegros (042)",2035,685,,1023,246,14,28,6,33
"Otro(a) pariente (043)",8050,656,182,2434,3449,354,326,312,337
