"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCANE (000)",23192,393,5397,6691,7110,3601
"Empleado (001)",1930,6,479,839,565,41
"Obrero (002)",1454,11,465,436,391,151
"Trabajador independiente (003)",12896,46,2370,3703,4357,2420
"Empleador o patrono (004)",105,,17,41,33,14
"Trabajador familiar no remunerado (005)",6639,315,1997,1632,1731,964
"Trabajador del hogar (006)",168,15,69,40,33,11
"Hombres (008)",13463,201,2990,3900,4213,2159
"Empleado (009)",1370,2,278,597,461,32
"Obrero (010)",1058,10,355,319,276,98
"Trabajador independiente (011)",8717,24,1492,2508,2989,1704
"Empleador o patrono (012)",69,,13,23,24,9
"Trabajador familiar no remunerado (013)",2223,158,844,447,459,315
"Trabajador del hogar (014)",26,7,8,6,4,1
"Mujeres (016)",9729,192,2407,2791,2897,1442
"Empleado (017)",560,4,201,242,104,9
"Obrero (018)",396,1,110,117,115,53
"Trabajador independiente (019)",4179,22,878,1195,1368,716
"Empleador o patrono (020)",36,,4,18,9,5
"Trabajador familiar no remunerado (021)",4416,157,1153,1185,1272,649
"Trabajador del hogar (022)",142,8,61,34,29,10
,,,,,,
"URBANA (024)",4735,98,1241,1708,1302,386
"Empleado (025)",1285,5,304,598,355,23
"Obrero (026)",340,4,125,114,77,20
"Trabajador independiente (027)",2383,31,559,805,705,283
"Empleador o patrono (028)",52,,9,22,18,3
"Trabajador familiar no remunerado (029)",608,48,217,154,134,55
"Trabajador del hogar (030)",67,10,27,15,13,2
"Hombres (032)",2689,52,670,957,767,243
"Empleado (033)",831,2,166,390,257,16
"Obrero (034)",274,3,104,89,63,15
"Trabajador independiente (035)",1326,17,294,424,402,189
"Empleador o patrono (036)",32,,7,9,13,3
"Trabajador familiar no remunerado (037)",212,26,93,43,30,20
"Trabajador del hogar (038)",14,4,6,2,2,
"Mujeres (040)",2046,46,571,751,535,143
"Empleado (041)",454,3,138,208,98,7
"Obrero (042)",66,1,21,25,14,5
"Trabajador independiente (043)",1057,14,265,381,303,94
"Empleador o patrono (044)",20,,2,13,5,
"Trabajador familiar no remunerado (045)",396,22,124,111,104,35
"Trabajador del hogar (046)",53,6,21,13,11,2
,,,,,,
"RURAL (048)",18457,295,4156,4983,5808,3215
"Empleado (049)",645,1,175,241,210,18
"Obrero (050)",1114,7,340,322,314,131
"Trabajador independiente (051)",10513,15,1811,2898,3652,2137
"Empleador o patrono (052)",53,,8,19,15,11
"Trabajador familiar no remunerado (053)",6031,267,1780,1478,1597,909
"Trabajador del hogar (054)",101,5,42,25,20,9
"Hombres (056)",10774,149,2320,2943,3446,1916
"Empleado (057)",539,,112,207,204,16
"Obrero (058)",784,7,251,230,213,83
"Trabajador independiente (059)",7391,7,1198,2084,2587,1515
"Empleador o patrono (060)",37,,6,14,11,6
"Trabajador familiar no remunerado (061)",2011,132,751,404,429,295
"Trabajador del hogar (062)",12,3,2,4,2,1
"Mujeres (064)",7683,146,1836,2040,2362,1299
"Empleado (065)",106,1,63,34,6,2
"Obrero (066)",330,,89,92,101,48
"Trabajador independiente (067)",3122,8,613,814,1065,622
"Empleador o patrono (068)",16,,2,5,4,5
"Trabajador familiar no remunerado (069)",4020,135,1029,1074,1168,614
"Trabajador del hogar (070)",89,2,40,21,18,8
