"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CASMA (000)",27026,25884,1142
"Hombres (001)",13756,13272,484
"Mujeres (002)",13270,12612,658
"De 18 a 29 años (003)",8722,8173,549
"Hombres (004)",4482,4192,290
"Mujeres (005)",4240,3981,259
"De 30 a 44 años (006)",8760,8615,145
"Hombres (007)",4373,4312,61
"Mujeres (008)",4387,4303,84
"De 45 a 64 años (009)",6556,6388,168
"Hombres (010)",3322,3267,55
"Mujeres (011)",3234,3121,113
"De 65 y más años (012)",2988,2708,280
"Hombres (013)",1579,1501,78
"Mujeres (014)",1409,1207,202
,,,
"URBANA (015)",19111,18450,661
"Hombres (016)",9518,9242,276
"Mujeres (017)",9593,9208,385
"De 18 a 29 años (018)",6169,5826,343
"Hombres (019)",3065,2893,172
"Mujeres (020)",3104,2933,171
"De 30 a 44 años (021)",6317,6232,85
"Hombres (022)",3095,3053,42
"Mujeres (023)",3222,3179,43
"De 45 a 64 años (024)",4627,4541,86
"Hombres (025)",2317,2290,27
"Mujeres (026)",2310,2251,59
"De 65 y más años (027)",1998,1851,147
"Hombres (028)",1041,1006,35
"Mujeres (029)",957,845,112
,,,
"RURAL (030)",7915,7434,481
"Hombres (031)",4238,4030,208
"Mujeres (032)",3677,3404,273
"De 18 a 29 años (033)",2553,2347,206
"Hombres (034)",1417,1299,118
"Mujeres (035)",1136,1048,88
"De 30 a 44 años (036)",2443,2383,60
"Hombres (037)",1278,1259,19
"Mujeres (038)",1165,1124,41
"De 45 a 64 años (039)",1929,1847,82
"Hombres (040)",1005,977,28
"Mujeres (041)",924,870,54
"De 65 y más años (042)",990,857,133
"Hombres (043)",538,495,43
"Mujeres (044)",452,362,90
