"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHUPACA (000)",762,12,399,225,102,24
"Sin nivel (001)",26,1,6,8,4,7
"Educación inicial (002)",3,2,1,,,
"Primaria (003)",109,5,27,30,33,14
"Secundaria (004)",372,4,215,102,48,3
"Superior no univ. incompleta (005)",59,,41,12,6,
"Superior no univ. completa (006)",103,,68,32,3,
"Superior univ. incompleta (007)",15,,7,6,2,
"Superior univ. completa (008)",75,,34,35,6,
"Hombres (010)",545,7,277,162,82,17
"Sin nivel (011)",18,1,4,5,4,4
"Educación inicial (012)",2,1,1,,,
"Primaria (013)",72,3,18,20,21,10
"Secundaria (014)",306,2,174,83,44,3
"Superior no univ. incompleta (015)",45,,30,10,5,
"Superior no univ. completa (016)",50,,32,16,2,
"Superior univ. incompleta (017)",12,,5,5,2,
"Superior univ. completa (018)",40,,13,23,4,
"Mujeres (020)",217,5,122,63,20,7
"Sin nivel (021)",8,,2,3,,3
"Educación inicial (022)",1,1,,,,
"Primaria (023)",37,2,9,10,12,4
"Secundaria (024)",66,2,41,19,4,
"Superior no univ. incompleta (025)",14,,11,2,1,
"Superior no univ. completa (026)",53,,36,16,1,
"Superior univ. incompleta (027)",3,,2,1,,
"Superior univ. completa (028)",35,,21,12,2,
,,,,,,
"Area Urbana (030)",498,6,266,146,65,15
"Sin nivel (031)",13,,4,5,,4
"Educación inicial (032)",1,,1,,,
"Primaria (033)",63,3,19,11,21,9
"Secundaria (034)",230,3,119,74,32,2
"Superior no univ. incompleta (035)",42,,32,7,3,
"Superior no univ. completa (036)",79,,56,21,2,
"Superior univ. incompleta (037)",13,,7,4,2,
"Superior univ. completa (038)",57,,28,24,5,
"Hombres (040)",337,4,175,100,49,9
"Sin nivel (041)",5,,2,2,,1
"Educación inicial (042)",1,,1,,,
"Primaria (043)",37,2,13,4,12,6
"Secundaria (044)",185,2,96,57,28,2
"Superior no univ. incompleta (045)",34,,24,7,3,
"Superior no univ. completa (046)",38,,25,12,1,
"Superior univ. incompleta (047)",10,,5,3,2,
"Superior univ. completa (048)",27,,9,15,3,
"Mujeres (050)",161,2,91,46,16,6
"Sin nivel (051)",8,,2,3,,3
"Primaria (053)",26,1,6,7,9,3
"Secundaria (054)",45,1,23,17,4,
"Superior no univ. incompleta (055)",8,,8,,,
"Superior no univ. completa (056)",41,,31,9,1,
"Superior univ. incompleta (057)",3,,2,1,,
"Superior univ. completa (058)",30,,19,9,2,
,,,,,,
"Area Rural (060)",264,6,133,79,37,9
"Sin nivel (061)",13,1,2,3,4,3
"Educación inicial (062)",2,2,,,,
"Primaria (063)",46,2,8,19,12,5
"Secundaria (064)",142,1,96,28,16,1
"Superior no univ. incompleta (065)",17,,9,5,3,
"Superior no univ. completa (066)",24,,12,11,1,
"Superior univ. incompleta (067)",2,,,2,,
"Superior univ. completa (068)",18,,6,11,1,
"Hombres (070)",208,3,102,62,33,8
"Sin nivel (071)",13,1,2,3,4,3
"Educación inicial (072)",1,1,,,,
"Primaria (073)",35,1,5,16,9,4
"Secundaria (074)",121,,78,26,16,1
"Superior no univ. incompleta (075)",11,,6,3,2,
"Superior no univ. completa (076)",12,,7,4,1,
"Superior univ. incompleta (077)",2,,,2,,
"Superior univ. completa (078)",13,,4,8,1,
"Mujeres (080)",56,3,31,17,4,1
"Educación inicial (082)",1,1,,,,
"Primaria (083)",11,1,3,3,3,1
"Secundaria (084)",21,1,18,2,,
"Superior no univ. incompleta (085)",6,,3,2,1,
"Superior no univ. completa (086)",12,,5,7,,
"Superior univ. completa (088)",5,,2,3,,
