"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CONDORCANQUI (000)",8505,595,5038,1541,348,102,45,21,9,,806
"Conviviente (001)",6625,492,4035,1166,233,77,29,13,7,,573
"Separado(a) (002)",559,48,341,94,26,5,5,2,,,38
"Casado(a) (003)",487,16,244,130,41,13,6,4,,,33
"Viudo(a) (004)",531,28,309,105,37,5,5,2,2,,38
"Divorciado(a) (005)",46,2,22,16,1,1,,,,,4
"Soltero(a) (006)",257,9,87,30,10,1,,,,,120
,,,,,,,,,,,
"URBANA (008)",1298,68,689,253,73,23,9,7,,,176
"Conviviente (009)",798,46,440,153,36,15,4,4,,,100
"Separado(a) (010)",95,6,55,18,5,2,,1,,,8
"Casado(a) (011)",216,5,114,53,20,5,3,2,,,14
"Viudo(a) (012)",65,4,35,11,5,1,2,,,,7
"Divorciado(a) (013)",8,1,2,3,1,,,,,,1
"Soltero(a) (014)",116,6,43,15,6,,,,,,46
,,,,,,,,,,,
"RURAL (016)",7207,527,4349,1288,275,79,36,14,9,,630
"Conviviente (017)",5827,446,3595,1013,197,62,25,9,7,,473
"Separado(a) (018)",464,42,286,76,21,3,5,1,,,30
"Casado(a) (019)",271,11,130,77,21,8,3,2,,,19
"Viudo(a) (020)",466,24,274,94,32,4,3,2,2,,31
"Divorciado(a) (021)",38,1,20,13,,1,,,,,3
"Soltero(a) (022)",141,3,44,15,4,1,,,,,74
