"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PALPA (000)",176,43,133
"Sin nivel (001)",5,,5
"Primaria (003)",32,3,29
"Secundaria (004)",88,22,66
"Superior no univ. incompleta (005)",10,3,7
"Superior no univ. completa (006)",25,7,18
"Superior univ. incompleta (007)",8,4,4
"Superior univ. completa (008)",8,4,4
"De 14 a 29 años (010)",95,35,60
"Sin nivel (011)",1,,1
"Primaria (013)",6,2,4
"Secundaria (014)",54,18,36
"Superior no univ. incompleta (015)",6,3,3
"Superior no univ. completa (016)",13,5,8
"Superior univ. incompleta (017)",8,4,4
"Superior univ. completa (018)",7,3,4
"De 30 a 44 años (020)",36,7,29
"Sin nivel (021)",1,,1
"Primaria (023)",3,,3
"Secundaria (024)",19,4,15
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",10,2,8
"Superior univ. completa (028)",1,1,
"De 45 a 64 años (030)",38,1,37
"Primaria (033)",19,1,18
"Secundaria (034)",15,,15
"Superior no univ. incompleta (035)",2,,2
"Superior no univ. completa (036)",2,,2
"De 65 y más años (040)",7,,7
"Sin nivel (041)",3,,3
"Primaria (043)",4,,4
,,,
"AREA URBANA (050)",119,26,93
"Sin nivel (051)",3,,3
"Primaria (053)",15,1,14
"Secundaria (054)",68,12,56
"Superior no univ. incompleta (055)",8,2,6
"Superior no univ. completa (056)",13,4,9
"Superior univ. incompleta (057)",7,4,3
"Superior univ. completa (058)",5,3,2
"De 14 a 29 años (060)",60,20,40
"Primaria (063)",1,1,
"Secundaria (064)",37,8,29
"Superior no univ. incompleta (065)",5,2,3
"Superior no univ. completa (066)",6,3,3
"Superior univ. incompleta (067)",7,4,3
"Superior univ. completa (068)",4,2,2
"De 30 a 44 años (070)",26,6,20
"Sin nivel (071)",1,,1
"Primaria (073)",2,,2
"Secundaria (074)",16,4,12
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",5,1,4
"Superior univ. completa (078)",1,1,
"De 45 a 64 años (080)",27,,27
"Primaria (083)",8,,8
"Secundaria (084)",15,,15
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",2,,2
"De 65 y más años (090)",6,,6
"Sin nivel (091)",2,,2
"Primaria (093)",4,,4
,,,
"AREA RURAL (100)",57,17,40
"Sin nivel (101)",2,,2
"Primaria (103)",17,2,15
"Secundaria (104)",20,10,10
"Superior no univ. incompleta (105)",2,1,1
"Superior no univ. completa (106)",12,3,9
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",35,15,20
"Sin nivel (111)",1,,1
"Primaria (113)",5,1,4
"Secundaria (114)",17,10,7
"Superior no univ. incompleta (115)",1,1,
"Superior no univ. completa (116)",7,2,5
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",3,1,2
"De 30 a 44 años (120)",10,1,9
"Primaria (123)",1,,1
"Secundaria (124)",3,,3
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",5,1,4
"De 45 a 64 años (130)",11,1,10
"Primaria (133)",11,1,10
"De 65 y más años (140)",1,,1
"Sin nivel (141)",1,,1
