"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia ATALAYA",,,,,,,,,
"Viviendas particulares (001)",9398,1522,394,336,2,673,6096,211,164
"Ocupantes presentes (002)",42896,6966,1805,1468,5,3183,27871,850,748
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4473,1339,353,249,2,251,1964,186,129
"Ocupantes presentes (005)",20250,6289,1662,1082,5,1159,8683,757,613
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,4,2,,,,,,
"Ocupantes presentes (008)",19,17,2,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",154,121,27,,,,,6,
"Ocupantes presentes (011)",585,464,99,,,,,22,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",67,35,8,2,,1,21,,
"Ocupantes presentes (014)",206,108,27,4,,2,65,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4625,,,82,,411,4081,18,33
"Ocupantes presentes (017)",21537,,,373,,1979,18988,69,128
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",47,22,4,3,,3,13,1,1
"Ocupantes presentes (020)",189,87,15,9,,13,60,2,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,1,,,,,4,,
"Ocupantes presentes (023)",17,1,,,,,16,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",21,,,,,7,13,,1
"Ocupantes presentes (026)",93,,,,,30,59,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3214,1509,386,105,2,117,856,188,51
"Ocupantes presentes (029)",14435,6904,1778,440,5,509,3822,770,207
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2935,1326,345,100,2,111,820,181,50
"Ocupantes presentes (032)",13426,6227,1635,427,5,492,3690,746,204
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,4,2,,,,,,
"Ocupantes presentes (035)",19,17,2,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",154,121,27,,,,,6,
"Ocupantes presentes (038)",585,464,99,,,,,22,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",67,35,8,2,,1,21,,
"Ocupantes presentes (041)",206,108,27,4,,2,65,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",47,22,4,3,,3,13,1,1
"Ocupantes presentes (047)",189,87,15,9,,13,60,2,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,1,,,,,2,,
"Ocupantes presentes (050)",8,1,,,,,7,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,2,,,
"Ocupantes presentes (053)",2,,,,,2,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6184,13,8,231,,556,5240,23,113
"Ocupantes presentes (056)",28461,62,27,1028,,2674,24049,80,541
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1538,13,8,149,,140,1144,5,79
"Ocupantes presentes (059)",6824,62,27,655,,667,4993,11,409
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4625,,,82,,411,4081,18,33
"Ocupantes presentes (071)",21537,,,373,,1979,18988,69,128
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,2,,
"Ocupantes presentes (077)",9,,,,,,9,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",19,,,,,5,13,,1
"Ocupantes presentes (080)",91,,,,,28,59,,4
