"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ATALAYA (000)",12955,9876,1552,603,924
"Empleado (001)",1808,608,366,294,540
"Obrero (002)",3341,2195,514,282,350
"Trabajador independiente (003)",3945,3637,308,,
"Empleador o patrono (004)",248,163,39,15,31
"Trabajador familiar no remunerado (005)",3402,3062,325,12,3
"Trabajador del hogar (006)",211,211,,,
"De 06 a 14 años (008)",843,712,123,7,1
"Empleado (009)",14,12,2,,
"Obrero (010)",98,81,11,5,1
"Trabajador independiente (011)",46,42,4,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",666,558,106,2,
"Trabajador del hogar (014)",18,18,,,
"De 15 a 29 años (016)",5157,3993,610,238,316
"Empleado (017)",645,261,134,85,165
"Obrero (018)",1575,1055,241,141,138
"Trabajador independiente (019)",1381,1271,110,,
"Empleador o patrono (020)",77,47,12,6,12
"Trabajador familiar no remunerado (021)",1365,1245,113,6,1
"Trabajador del hogar (022)",114,114,,,
"De 30 a 44 años (024)",4250,3010,555,263,422
"Empleado (025)",844,239,171,159,275
"Obrero (026)",1063,645,180,98,140
"Trabajador independiente (027)",1369,1250,119,,
"Empleador o patrono (028)",86,57,18,4,7
"Trabajador familiar no remunerado (029)",835,766,67,2,
"Trabajador del hogar (030)",53,53,,,
"De 45 a 64 años (032)",2379,1868,247,90,174
"Empleado (033)",288,87,56,49,96
"Obrero (034)",549,369,79,35,66
"Trabajador independiente (035)",985,916,69,,
"Empleador o patrono (036)",72,48,9,5,10
"Trabajador familiar no remunerado (037)",463,426,34,1,2
"Trabajador del hogar (038)",22,22,,,
"De 65 y más años (040)",326,293,17,5,11
"Empleado (041)",17,9,3,1,4
"Obrero (042)",56,45,3,3,5
"Trabajador independiente (043)",164,158,6,,
"Empleador o patrono (044)",12,10,,,2
"Trabajador familiar no remunerado (045)",73,67,5,1,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",5393,3429,669,461,834
"Empleado (049)",1502,496,245,258,503
"Obrero (050)",1326,600,244,183,299
"Trabajador independiente (051)",1880,1747,133,,
"Empleador o patrono (052)",176,111,23,11,31
"Trabajador familiar no remunerado (053)",339,305,24,9,1
"Trabajador del hogar (054)",170,170,,,
