"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MANU (000)",6134,12446,11389,,445,91.5,3.6
"De 12 a 14 años (001)",477,3,3,,1,100,33.3
"De 15 a 19 años (002)",964,262,249,74,95,28.2,
"De 20 a 24 años (003)",1241,1218,1179,128,96.8,10.5,
"De 25 a 29 años (004)",922,1582,1531,116,96.8,7.3,
"De 30 a 34 años (005)",751,1935,1838,66,95,3.4,
"De 35 a 39 años (006)",603,2050,1906,40,93,2,
"De 40 a 44 años (007)",437,1816,1651,16,90.9,0.9,
"De 45 a 49 años (008)",294,1372,1214,4,88.5,0.3,
"De 50 y más años (009)",445,2208,1818,,82.3,,
"PEA (010)",2912,5819,5373,159,92.3,2.7,
"De 12 a 14 años (011)",33,,,,,,
"De 15 a 19 años (012)",417,94,88,20,93.6,21.3,
"De 20 a 24 años (013)",675,552,532,44,96.4,8,
"De 25 a 29 años (014)",460,668,644,52,96.4,7.8,
"De 30 a 34 años (015)",407,941,899,23,95.5,2.4,
"De 35 a 39 años (016)",329,993,943,11,95,1.1,
"De 40 a 44 años (017)",249,960,877,6,91.4,0.6,
"De 45 a 49 años (018)",161,717,633,3,88.3,0.4,
"De 50 y más años (019)",181,894,757,,84.7,,
"Ocupada (020)",2863,5771,5325,152,92.3,2.6,
"De 12 a 14 años (021)",32,,,,,,
"De 15 a 19 años (022)",410,90,84,18,93.3,20,
"De 20 a 24 años (023)",654,545,525,43,96.3,7.9,
"De 25 a 29 años (024)",450,650,626,48,96.3,7.4,
"De 30 a 34 años (025)",402,931,889,23,95.5,2.5,
"De 35 a 39 años (026)",328,991,941,11,95,1.1,
"De 40 a 44 años (027)",248,958,875,6,91.3,0.6,
"De 45 a 49 años (028)",158,712,628,3,88.2,0.4,
"De 50 y más años (029)",181,894,757,,84.7,,
"Desocupada (030)",49,48,48,7,100,14.6,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",7,4,4,2,100,50,
"De 20 a 24 años (033)",21,7,7,1,100,14.3,
"De 25 a 29 años (034)",10,18,18,4,100,22.2,
"De 30 a 34 años (035)",5,10,10,,100,,
"De 35 a 39 años (036)",1,2,2,,100,,
"De 40 a 44 años (037)",1,2,2,,100,,
"De 45 a 49 años (038)",3,5,5,,100,,
