"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LORETO",,,,,,,,,
"Viviendas particulares (001)",1733,984,429,116,74,6,2,1,121
"Ocupantes presentes (002)",9165,5340,2264,607,352,32,12,6,552
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1650,953,417,111,60,5,2,1,101
"Ocupantes presentes (005)",8877,5233,2211,576,303,29,12,6,507
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,1,,,,,,,2
"Ocupantes presentes (008)",8,4,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",69,21,12,5,14,1,,,16
"Ocupantes presentes (011)",234,60,53,31,49,3,,,38
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,3,,,,,,,
"Ocupantes presentes (014)",22,22,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,6,,,,,,,
"Ocupantes presentes (020)",21,21,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1437,950,240,96,54,6,2,1,88
"Ocupantes presentes (029)",7656,5185,1272,523,243,32,12,6,383
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1354,919,228,91,40,5,2,1,68
"Ocupantes presentes (032)",7368,5078,1219,492,194,29,12,6,338
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,1,,,,,,,2
"Ocupantes presentes (035)",8,4,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",69,21,12,5,14,1,,,16
"Ocupantes presentes (038)",234,60,53,31,49,3,,,38
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,3,,,,,,,
"Ocupantes presentes (041)",22,22,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,6,,,,,,,
"Ocupantes presentes (047)",21,21,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",296,34,189,20,20,,,,33
"Ocupantes presentes (056)",1509,155,992,84,109,,,,169
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",296,34,189,20,20,,,,33
"Ocupantes presentes (059)",1509,155,992,84,109,,,,169
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
