"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CELENDIN",,,,,
"Viviendas particulares (001)",1535,401,257,459,418
"Ocupantes presentes (002)",6616,1713,1112,2011,1780
"Casa independiente",,,,,
"Viviendas particulares (004)",1521,399,251,459,412
"Ocupantes presentes (005)",6567,1708,1087,2011,1761
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",1,,,,1
"Ocupantes presentes (011)",1,,,,1
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",3,1,2,,
"Ocupantes presentes (014)",11,2,9,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",8,1,3,,4
"Ocupantes presentes (017)",32,3,14,,15
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,,1,,
"Ocupantes presentes (020)",2,,2,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,,,1
"Ocupantes presentes (023)",3,,,,3
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",251,61,49,64,77
"Ocupantes presentes (029)",1057,233,215,253,356
"Casa independiente",,,,,
"Viviendas particulares (031)",246,60,46,64,76
"Ocupantes presentes (032)",1043,231,204,253,355
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",1,,,,1
"Ocupantes presentes (038)",1,,,,1
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",3,1,2,,
"Ocupantes presentes (041)",11,2,9,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,,1,,
"Ocupantes presentes (047)",2,,2,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",1284,340,208,395,341
"Ocupantes presentes (056)",5559,1480,897,1758,1424
"Casa independiente",,,,,
"Viviendas particulares (058)",1275,339,205,395,336
"Ocupantes presentes (059)",5524,1477,883,1758,1406
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",8,1,3,,4
"Ocupantes presentes (071)",32,3,14,,15
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,,,,1
"Ocupantes presentes (077)",3,,,,3
"Otro tipo",,,,,
