"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SAN ROMAN",,,,,,,
"Viviendas particulares (001)",59029,11903,1027,1956,39572,1696,2875
"Ocupantes presentes (002)",238281,42631,2820,8224,167909,6124,10573
"Casa independiente",,,,,,,
"Viviendas particulares (004)",52118,8459,1018,1792,37146,1323,2380
"Ocupantes presentes (005)",213002,31666,2805,7550,157480,4751,8750
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",689,316,,79,243,8,43
"Ocupantes presentes (008)",2475,990,,276,1008,22,179
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",684,350,,11,241,39,43
"Ocupantes presentes (011)",2738,1122,,65,1234,153,164
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",5208,2732,,71,1832,226,347
"Ocupantes presentes (014)",19087,8722,,326,7871,856,1312
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",241,8,6,,89,87,51
"Ocupantes presentes (017)",727,28,10,,252,300,137
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",16,3,3,3,4,2,1
"Ocupantes presentes (020)",48,11,5,7,14,5,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",54,23,,,12,9,10
"Ocupantes presentes (023)",155,66,,,29,35,25
"Otro tipo",,,,,,,
"Viviendas particulares (025)",19,12,,,5,2,
"Ocupantes presentes (026)",49,26,,,21,2,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",53099,11738,997,1903,34943,986,2532
"Ocupantes presentes (029)",218183,42096,2752,8046,152172,3655,9462
"Casa independiente",,,,,,,
"Viviendas particulares (031)",46430,8302,994,1739,32606,701,2088
"Ocupantes presentes (032)",193636,31159,2747,7372,141995,2587,7776
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",689,316,,79,243,8,43
"Ocupantes presentes (035)",2475,990,,276,1008,22,179
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",684,350,,11,241,39,43
"Ocupantes presentes (038)",2738,1122,,65,1234,153,164
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",5208,2732,,71,1832,226,347
"Ocupantes presentes (041)",19087,8722,,326,7871,856,1312
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",16,3,3,3,4,2,1
"Ocupantes presentes (047)",48,11,5,7,14,5,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",53,23,,,12,8,10
"Ocupantes presentes (050)",150,66,,,29,30,25
"Otro tipo",,,,,,,
"Viviendas particulares (052)",19,12,,,5,2,
"Ocupantes presentes (053)",49,26,,,21,2,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5930,165,30,53,4629,710,343
"Ocupantes presentes (056)",20098,535,68,178,15737,2469,1111
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5688,157,24,53,4540,622,292
"Ocupantes presentes (059)",19366,507,58,178,15485,2164,974
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",241,8,6,,89,87,51
"Ocupantes presentes (071)",727,28,10,,252,300,137
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",5,,,,,5,
"Otro tipo",,,,,,,
