"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANTA (000)",85950,18041,2506,37562,21277,1634,2256,1116,1558
"Jefe o Jefa (001)",23210,5192,14,9791,5779,517,923,285,709
"Esposa(o)/ compa¤era(o) (002)",13056,4075,29,5330,2549,257,414,113,289
"Hijo(a)/ hijastro(a) (003)",37563,6288,2034,17642,9535,613,572,547,332
"Yerno/ nuera (004)",855,24,2,214,445,37,85,16,32
"Nieto(a) (005)",3104,745,270,1522,502,24,14,19,8
"Padres/ suegros (006)",914,647,,210,33,4,7,7,6
"Otro(a) pariente (007)",5741,901,146,2404,1811,135,142,98,104
"Trabajador(a) del hogar (008)",121,16,1,41,55,3,3,1,1
"Pensionista (009)",47,3,,7,25,1,,4,7
"Otro(a) no pariente (010)",1339,150,10,401,543,43,96,26,70
"Hombres (012)",42320,6147,1255,19244,12287,812,1026,700,849
"Jefe o Jefa (013)",15546,1968,8,7389,4509,365,580,223,504
"Esposa(o)/ compa¤era(o) (014)",1086,133,1,402,377,37,47,39,50
"Hijo(a)/ hijastro(a) (015)",19490,3134,1036,8900,5403,289,229,340,159
"Yerno/ nuera (016)",407,4,,88,215,17,56,6,21
"Nieto(a) (017)",1581,360,134,763,289,11,8,9,7
"Padres/ suegros (018)",260,120,,110,19,1,2,3,5
"Otro(a) pariente (019)",3038,365,71,1294,1065,70,57,62,54
"Trabajador(a) del hogar (020)",29,3,,9,15,,,1,1
"Pensionista (021)",23,,,5,15,,,1,2
"Otro(a) no pariente (022)",860,60,5,284,380,22,47,16,46
"Mujeres (024)",43630,11894,1251,18318,8990,822,1230,416,709
"Jefe o Jefa (025)",7664,3224,6,2402,1270,152,343,62,205
"Esposa(o)/ compa¤era(o) (026)",11970,3942,28,4928,2172,220,367,74,239
"Hijo(a)/ hijastro(a) (027)",18073,3154,998,8742,4132,324,343,207,173
"Yerno/ nuera (028)",448,20,2,126,230,20,29,10,11
"Nieto(a) (029)",1523,385,136,759,213,13,6,10,1
"Padres/ suegros (030)",654,527,,100,14,3,5,4,1
"Otro(a) pariente (031)",2703,536,75,1110,746,65,85,36,50
"Trabajador(a) del hogar (032)",92,13,1,32,40,3,3,,
"Pensionista (033)",24,3,,2,10,1,,3,5
"Otro(a) no pariente (034)",479,90,5,117,163,21,49,10,24
,,,,,,,,,
"URBANA (036)",39497,5727,1279,14738,12036,1333,1960,997,1427
"Jefe o Jefa (037)",10275,1493,7,3482,3176,427,798,245,647
"Esposa(o)/ compa¤era(o) (038)",5458,1041,10,1896,1532,216,384,110,269
"Hijo(a)/ hijastro(a) (039)",16903,2090,992,6844,5204,487,483,492,311
"Yerno/ nuera (040)",455,8,2,69,240,28,67,12,29
"Nieto(a) (041)",1527,349,156,688,280,17,13,16,8
"Padres/ suegros (042)",453,272,,131,27,3,7,7,6
"Otro(a) pariente (043)",3446,374,105,1386,1171,114,124,88,84
"Trabajador(a) del hogar (044)",91,13,1,29,40,3,3,1,1
"Pensionista (045)",45,2,,7,25,1,,4,6
