"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ALTO AMAZONAS",,,,,,,
"Viviendas particulares (001)",21248,1519,1803,1238,15421,517,750
"Ocupantes presentes (002)",103588,5631,8750,6021,77356,2229,3601
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15354,1132,1604,1193,10794,230,401
"Ocupantes presentes (005)",74026,4356,7745,5807,53339,902,1877
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",19,7,,,11,1,
"Ocupantes presentes (008)",71,24,,,45,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",289,248,,2,34,2,3
"Ocupantes presentes (011)",936,786,,4,130,8,8
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",63,24,,2,24,8,5
"Ocupantes presentes (014)",260,71,,8,115,43,23
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",5372,74,164,20,4525,261,328
"Ocupantes presentes (017)",27721,299,851,103,23606,1209,1653
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",114,20,35,21,20,7,11
"Ocupantes presentes (020)",467,70,154,99,78,28,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",30,14,,,7,8,1
"Ocupantes presentes (023)",90,25,,,27,37,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,,,,6,,1
"Ocupantes presentes (026)",17,,,,16,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",12980,1387,1381,1189,8465,203,355
"Ocupantes presentes (029)",61796,5119,6646,5771,41815,826,1619
"Casa independiente",,,,,,,
"Viviendas particulares (031)",12463,1074,1346,1164,8365,180,334
"Ocupantes presentes (032)",59974,4143,6492,5660,41407,724,1548
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",19,7,,,11,1,
"Ocupantes presentes (035)",71,24,,,45,2,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",289,248,,2,34,2,3
"Ocupantes presentes (038)",936,786,,4,130,8,8
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",63,24,,2,24,8,5
"Ocupantes presentes (041)",260,71,,8,115,43,23
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",114,20,35,21,20,7,11
"Ocupantes presentes (047)",467,70,154,99,78,28,38
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",25,14,,,5,5,1
"Ocupantes presentes (050)",71,25,,,24,21,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",7,,,,6,,1
"Ocupantes presentes (053)",17,,,,16,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8268,132,422,49,6956,314,395
"Ocupantes presentes (056)",41792,512,2104,250,35541,1403,1982
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2891,58,258,29,2429,50,67
"Ocupantes presentes (059)",14052,213,1253,147,11932,178,329
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",5372,74,164,20,4525,261,328
"Ocupantes presentes (071)",27721,299,851,103,23606,1209,1653
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,2,3,
"Ocupantes presentes (077)",19,,,,3,16,
"Otro tipo",,,,,,,
