"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CHACHAPOYAS (000)",830,830,
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",138,138,
"Casa pensión (003)",17,17,
"Hospital, clinica (004)",84,84,
"Cárcel, centro de readaptación social (005)",410,410,
"Asilo (006)",43,43,
"Otro (008)",100,100,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",38,38,
