"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia BAGUA",,,,,,,,,
"Viviendas particulares (001)",951,791,78,17,21,5,5,2,32
"Ocupantes presentes (002)",3955,3285,329,71,92,17,16,5,140
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",908,750,77,17,20,5,5,2,32
"Ocupantes presentes (005)",3828,3164,325,71,90,17,16,5,140
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",21,20,1,,,,,,
"Ocupantes presentes (011)",54,50,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,15,,,,,,,
"Ocupantes presentes (014)",44,44,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,1,,,,
"Ocupantes presentes (017)",2,,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,5,,,,,,,
"Ocupantes presentes (023)",22,22,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",883,768,65,15,13,4,5,1,12
"Ocupantes presentes (029)",3645,3180,273,58,56,14,16,1,47
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",841,727,64,15,13,4,5,1,12
"Ocupantes presentes (032)",3520,3059,269,58,56,14,16,1,47
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",21,20,1,,,,,,
"Ocupantes presentes (038)",54,50,4,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,15,,,,,,,
"Ocupantes presentes (041)",44,44,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,5,,,,,,,
"Ocupantes presentes (050)",22,22,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",68,23,13,2,8,1,,1,20
"Ocupantes presentes (056)",310,105,56,13,36,3,,4,93
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",67,23,13,2,7,1,,1,20
"Ocupantes presentes (059)",308,105,56,13,34,3,,4,93
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,1,,,,
"Ocupantes presentes (071)",2,,,,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
