"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ABANCAY (000)",70533,18474,11865,2066,38299
"Conviviente (001)",16137,3148,2065,335,10602
"Separado(a) (002)",1934,372,366,53,1149
"Casado(a) (003)",21830,5108,5212,834,10788
"Viudo(a) (004)",3317,902,451,72,1894
"Divorciado(a) (005)",369,49,97,12,214
"Soltero(a) (006)",26946,8895,3674,760,13652
"Hombres (008)",34493,7719,5640,1134,20096
"Conviviente (009)",7708,921,996,206,5594
"Separado(a) (010)",474,47,99,22,307
"Casado(a) (011)",10701,1935,2548,491,5802
"Viudo(a) (012)",778,144,121,18,495
"Divorciado(a) (013)",151,18,31,6,98
"Soltero(a) (014)",14681,4654,1845,391,7800
"Mujeres (016)",36040,10755,6225,932,18203
"Conviviente (017)",8429,2227,1069,129,5008
"Separado(a) (018)",1460,325,267,31,842
"Casado(a) (019)",11129,3173,2664,343,4986
"Viudo(a) (020)",2539,758,330,54,1399
"Divorciado(a) (021)",218,31,66,6,116
"Soltero(a) (022)",12265,4241,1829,369,5852
,,,,,
"URBANA (024)",45745,8071,11266,1864,24690
"Conviviente (025)",10536,1375,1949,305,6916
"Separado(a) (026)",1447,206,352,46,849
"Casado(a) (027)",12257,1494,4892,751,5216
"Viudo(a) (028)",1721,312,427,63,921
"Divorciado(a) (029)",272,27,93,11,144
"Soltero(a) (030)",19512,4657,3553,688,10644
"Hombres (032)",21891,3248,5331,1033,12366
"Conviviente (033)",4962,382,935,188,3464
"Separado(a) (034)",328,19,97,18,195
"Casado(a) (035)",5919,534,2373,446,2634
"Viudo(a) (036)",385,49,111,16,209
"Divorciado(a) (037)",102,10,31,5,58
"Soltero(a) (038)",10195,2254,1784,360,5806
"Mujeres (040)",23854,4823,5935,831,12324
"Conviviente (041)",5574,993,1014,117,3452
"Separado(a) (042)",1119,187,255,28,654
"Casado(a) (043)",6338,960,2519,305,2582
"Viudo(a) (044)",1336,263,316,47,712
"Divorciado(a) (045)",170,17,62,6,86
"Soltero(a) (046)",9317,2403,1769,328,4838
,,,,,
"RURAL (048)",24788,10403,599,202,13609
"Conviviente (049)",5601,1773,116,30,3686
"Separado(a) (050)",487,166,14,7,300
"Casado(a) (051)",9573,3614,320,83,5572
"Viudo(a) (052)",1596,590,24,9,973
"Divorciado(a) (053)",97,22,4,1,70
"Soltero(a) (054)",7434,4238,121,72,3008
"Hombres (056)",12602,4471,309,101,7730
"Conviviente (057)",2746,539,61,18,2130
"Separado(a) (058)",146,28,2,4,112
"Casado(a) (059)",4782,1401,175,45,3168
"Viudo(a) (060)",393,95,10,2,286
"Divorciado(a) (061)",49,8,,1,40
"Soltero(a) (062)",4486,2400,61,31,1994
"Mujeres (064)",12186,5932,290,101,5879
"Conviviente (065)",2855,1234,55,12,1556
"Separado(a) (066)",341,138,12,3,188
"Casado(a) (067)",4791,2213,145,38,2404
"Viudo(a) (068)",1203,495,14,7,687
"Divorciado(a) (069)",48,14,4,,30
"Soltero(a) (070)",2948,1838,60,41,1014
