"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCANE (000)",1036,18,533,305,132,48
"Sin nivel (001)",35,1,3,4,13,14
"Primaria (003)",198,8,38,59,65,28
"Secundaria (004)",561,9,348,158,40,6
"Superior no univ. incompleta (005)",40,,24,15,1,
"Superior no univ. completa (006)",119,,68,45,6,
"Superior univ. incompleta (007)",15,,9,5,1,
"Superior univ. completa (008)",68,,43,19,6,
"Hombres (010)",792,8,369,256,118,41
"Sin nivel (011)",21,,2,3,6,10
"Primaria (013)",152,3,17,47,60,25
"Secundaria (014)",445,5,251,144,39,6
"Superior no univ. incompleta (015)",29,,16,12,1,
"Superior no univ. completa (016)",83,,45,33,5,
"Superior univ. incompleta (017)",11,,7,3,1,
"Superior univ. completa (018)",51,,31,14,6,
"Mujeres (020)",244,10,164,49,14,7
"Sin nivel (021)",14,1,1,1,7,4
"Primaria (023)",46,5,21,12,5,3
"Secundaria (024)",116,4,97,14,1,
"Superior no univ. incompleta (025)",11,,8,3,,
"Superior no univ. completa (026)",36,,23,12,1,
"Superior univ. incompleta (027)",4,,2,2,,
"Superior univ. completa (028)",17,,12,5,,
,,,,,,
"Area Urbana (030)",415,9,219,121,52,14
"Sin nivel (031)",15,,,4,6,5
"Primaria (033)",53,2,9,13,23,6
"Secundaria (034)",213,7,129,60,14,3
"Superior no univ. incompleta (035)",28,,18,9,1,
"Superior no univ. completa (036)",57,,31,23,3,
"Superior univ. incompleta (037)",10,,6,3,1,
"Superior univ. completa (038)",39,,26,9,4,
"Hombres (040)",289,5,144,88,42,10
"Sin nivel (041)",8,,,3,2,3
"Primaria (043)",33,,4,6,19,4
"Secundaria (044)",158,5,86,51,13,3
"Superior no univ. incompleta (045)",20,,12,7,1,
"Superior no univ. completa (046)",37,,19,16,2,
"Superior univ. incompleta (047)",6,,4,1,1,
"Superior univ. completa (048)",27,,19,4,4,
"Mujeres (050)",126,4,75,33,10,4
"Sin nivel (051)",7,,,1,4,2
"Primaria (053)",20,2,5,7,4,2
"Secundaria (054)",55,2,43,9,1,
"Superior no univ. incompleta (055)",8,,6,2,,
"Superior no univ. completa (056)",20,,12,7,1,
"Superior univ. incompleta (057)",4,,2,2,,
"Superior univ. completa (058)",12,,7,5,,
,,,,,,
"Area Rural (060)",621,9,314,184,80,34
"Sin nivel (061)",20,1,3,,7,9
"Primaria (063)",145,6,29,46,42,22
"Secundaria (064)",348,2,219,98,26,3
"Superior no univ. incompleta (065)",12,,6,6,,
"Superior no univ. completa (066)",62,,37,22,3,
"Superior univ. incompleta (067)",5,,3,2,,
"Superior univ. completa (068)",29,,17,10,2,
"Hombres (070)",503,3,225,168,76,31
"Sin nivel (071)",13,,2,,4,7
"Primaria (073)",119,3,13,41,41,21
"Secundaria (074)",287,,165,93,26,3
"Superior no univ. incompleta (075)",9,,4,5,,
"Superior no univ. completa (076)",46,,26,17,3,
"Superior univ. incompleta (077)",5,,3,2,,
"Superior univ. completa (078)",24,,12,10,2,
"Mujeres (080)",118,6,89,16,4,3
"Sin nivel (081)",7,1,1,,3,2
"Primaria (083)",26,3,16,5,1,1
"Secundaria (084)",61,2,54,5,,
"Superior no univ. incompleta (085)",3,,2,1,,
"Superior no univ. completa (086)",16,,11,5,,
"Superior univ. completa (088)",5,,5,,,
