"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia MANU (000)",9419,7993,1426
"De 3 a 5 años (001)",1316,131,1185
"De 6 a 11 años (002)",2271,2093,178
"De 12 a 16 años (003)",1593,1579,14
"De 17 a 24 años (004)",4239,4190,49
"Hombres (005)",4965,4247,718
"De 3 a 5 años (006)",647,57,590
"De 6 a 11 años (007)",1168,1070,98
"De 12 a 16 años (008)",827,819,8
"De 17 a 24 años (009)",2323,2301,22
"Mujeres (010)",4454,3746,708
"De 3 a 5 años (011)",669,74,595
"De 6 a 11 años (012)",1103,1023,80
"De 12 a 16 años (013)",766,760,6
"De 17 a 24 años (014)",1916,1889,27
,,,
"URBANA (015)",3482,2976,506
"De 3 a 5 años (016)",506,66,440
"De 6 a 11 años (017)",1023,967,56
"De 12 a 16 años (018)",761,759,2
"De 17 a 24 años (019)",1192,1184,8
"Hombres (020)",1711,1447,264
"De 3 a 5 años (021)",250,27,223
"De 6 a 11 años (022)",533,496,37
"De 12 a 16 años (023)",378,377,1
"De 17 a 24 años (024)",550,547,3
"Mujeres (025)",1771,1529,242
"De 3 a 5 años (026)",256,39,217
"De 6 a 11 años (027)",490,471,19
"De 12 a 16 años (028)",383,382,1
"De 17 a 24 años (029)",642,637,5
,,,
"RURAL (030)",5937,5017,920
"De 3 a 5 años (031)",810,65,745
"De 6 a 11 años (032)",1248,1126,122
"De 12 a 16 años (033)",832,820,12
"De 17 a 24 años (034)",3047,3006,41
"Hombres (035)",3254,2800,454
"De 3 a 5 años (036)",397,30,367
"De 6 a 11 años (037)",635,574,61
"De 12 a 16 años (038)",449,442,7
"De 17 a 24 años (039)",1773,1754,19
"Mujeres (040)",2683,2217,466
"De 3 a 5 años (041)",413,35,378
"De 6 a 11 años (042)",613,552,61
"De 12 a 16 años (043)",383,378,5
"De 17 a 24 años (044)",1274,1252,22
