"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CORONGO (000)",3057,9657,8890,,111,92.1,1.1
"De 12 a 14 años (001)",311,1,1,,,100,
"De 15 a 19 años (002)",392,52,49,12,94.2,23.1,
"De 20 a 24 años (003)",258,232,231,30,99.6,12.9,
"De 25 a 29 años (004)",252,459,448,29,97.6,6.3,
"De 30 a 34 años (005)",250,675,659,20,97.6,3,
"De 35 a 39 años (006)",268,895,871,14,97.3,1.6,
"De 40 a 44 años (007)",228,1017,970,6,95.4,0.6,
"De 45 a 49 años (008)",197,983,934,,95,,
"De 50 y más años (009)",901,5343,4727,,88.5,,
"PEA (010)",518,1445,1377,9,95.3,0.6,
"De 12 a 14 años (011)",4,,,,,,
"De 15 a 19 años (012)",23,6,6,,100,,
"De 20 a 24 años (013)",53,26,25,,96.2,,
"De 25 a 29 años (014)",60,77,76,4,98.7,5.2,
"De 30 a 34 años (015)",65,110,108,3,98.2,2.7,
"De 35 a 39 años (016)",68,159,157,2,98.7,1.3,
"De 40 a 44 años (017)",66,244,235,,96.3,,
"De 45 a 49 años (018)",52,205,199,,97.1,,
"De 50 y más años (019)",127,618,571,,92.4,,
"Ocupada (020)",507,1415,1347,8,95.2,0.6,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",21,6,6,,100,,
"De 20 a 24 años (023)",49,24,23,,95.8,,
"De 25 a 29 años (024)",60,77,76,4,98.7,5.2,
"De 30 a 34 años (025)",64,110,108,3,98.2,2.7,
"De 35 a 39 años (026)",67,156,154,1,98.7,0.6,
"De 40 a 44 años (027)",65,237,228,,96.2,,
"De 45 a 49 años (028)",52,205,199,,97.1,,
"De 50 y más años (029)",125,600,553,,92.2,,
"Desocupada (030)",11,30,30,1,100,3.3,
"De 15 a 19 años (032)",2,,,,,,
"De 20 a 24 años (033)",4,2,2,,100,,
"De 30 a 34 años (035)",1,,,,,,
"De 35 a 39 años (036)",1,3,3,1,100,33.3,
"De 40 a 44 años (037)",1,7,7,,100,,
"De 50 y más años (039)",2,18,18,,100,,
"No PEA (040)",2539,8212,7513,102,91.5,1.2,
"De 12 a 14 años (041)",307,1,1,,100,,
"De 15 a 19 años (042)",369,46,43,12,93.5,26.1,
"De 20 a 24 años (043)",205,206,206,30,100,14.6,
