"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAROWILCA (000)",27200,15972,950,231,10065
"Hombres (001)",13001,7155,498,139,5219
"Mujeres (002)",14199,8817,452,92,4846
"PEA (003)",9886,4154,476,121,5145
"Hombres (004)",6573,2503,318,87,3673
"Mujeres (005)",3313,1651,158,34,1472
"Ocupada (006)",9610,4093,470,120,4937
"Hombres (007)",6362,2458,314,86,3512
"Mujeres (008)",3248,1635,156,34,1425
"Desocupada (009)",276,61,6,1,208
"Hombres (010)",211,45,4,1,161
"Mujeres (011)",65,16,2,,47
"No PEA (012)",17314,11818,474,110,4920
"Hombres (013)",6428,4652,180,52,1546
"Mujeres (014)",10886,7166,294,58,3374
,,,,,
"URBANA (018)",6721,3359,602,117,2649
"Hombres (019)",3296,1552,304,74,1370
"Mujeres (020)",3425,1807,298,43,1279
"PEA (021)",2507,864,296,72,1279
"Hombres (022)",1670,528,189,56,900
"Mujeres (023)",837,336,107,16,379
"Ocupada (024)",2373,834,292,71,1180
"Hombres (025)",1571,506,186,55,827
"Mujeres (026)",802,328,106,16,353
"Desocupada (027)",134,30,4,1,99
"Hombres (028)",99,22,3,1,73
"Mujeres (029)",35,8,1,,26
"No PEA (030)",4214,2495,306,45,1370
"Hombres (031)",1626,1024,115,18,470
"Mujeres (032)",2588,1471,191,27,900
,,,,,
"RURAL (036)",20479,12613,348,114,7416
"Hombres (037)",9705,5603,194,65,3849
"Mujeres (038)",10774,7010,154,49,3567
"PEA (039)",7379,3290,180,49,3866
"Hombres (040)",4903,1975,129,31,2773
"Mujeres (041)",2476,1315,51,18,1093
"Ocupada (042)",7237,3259,178,49,3757
"Hombres (043)",4791,1952,128,31,2685
"Mujeres (044)",2446,1307,50,18,1072
"Desocupada (045)",142,31,2,,109
"Hombres (046)",112,23,1,,88
"Mujeres (047)",30,8,1,,21
"No PEA (048)",13100,9323,168,65,3550
"Hombres (049)",4802,3628,65,34,1076
"Mujeres (050)",8298,5695,103,31,2474
