"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AIJA (000)",2348,360,410,1003,8,365,35,167
"Agric., ganadería, caza y silvicultura (001)",1275,3,153,779,4,336,,
"Pesca (002)",2,1,1,,,,,
"Explotación de minas y canteras (003)",118,4,109,,2,3,,
"Industrias manufactureras (004)",37,2,7,23,,5,,
"Suministro de electricidad, gas y agua (005)",2,,2,,,,,
"Construcción (006)",117,3,101,9,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",116,9,1,98,,8,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,1,1,,,,
"Comercio al por mayor (009)",6,1,,5,,,,
"Comercio al por menor (010)",108,8,,92,,8,,
"Hoteles y restaurantes (011)",49,15,,32,,2,,
"Trans., almac. y comunicaciones (012)",23,5,2,15,1,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",24,22,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",90,80,10,,,,,
"Enseñanza (016)",174,167,1,6,,,,
"Servicios sociales y de salud (017)",33,27,2,4,,,,
"Otras activ. serv.comun.soc y personales (018)",23,10,3,10,,,,
"Hogares privados con servicio doméstico (019)",35,,,,,,35,
"Actividad economica no especificada (021)",61,10,18,25,,8,,
"Desocupado (022)",167,,,,,,,167
"Hombres (023)",1758,202,370,803,8,219,4,152
"Agric., ganadería, caza y silvicultura (024)",1044,3,130,701,4,206,,
"Pesca (025)",2,1,1,,,,,
"Explotación de minas y canteras (026)",117,4,108,,2,3,,
"Industrias manufactureras (027)",30,1,7,17,,5,,
"Suministro de electricidad, gas y agua (028)",1,,1,,,,,
"Construcción (029)",114,3,98,9,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",38,2,1,35,,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",2,,1,1,,,,
"Comercio al por mayor (032)",4,1,,3,,,,
"Comercio al por menor (033)",32,1,,31,,,,
"Hoteles y restaurantes (034)",4,,,3,,1,,
"Trans., almac. y comunicaciones (035)",22,4,2,15,1,,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",16,14,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",58,50,8,,,,,
"Enseñanza (039)",106,102,1,3,,,,
"Servicios sociales y de salud (040)",13,9,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",14,5,3,6,,,,
"Hogares privados con servicio doméstico (042)",4,,,,,,4,
"Actividad economica no especificada (044)",22,3,10,8,,1,,
"Desocupado (045)",152,,,,,,,152
"Mujeres (046)",590,158,40,200,,146,31,15
"Agric., ganadería, caza y silvicultura (047)",231,,23,78,,130,,
"Explotación de minas y canteras (049)",1,,1,,,,,
"Industrias manufactureras (050)",7,1,,6,,,,
"Suministro de electricidad, gas y agua (051)",1,,1,,,,,
"Construcción (052)",3,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",78,7,,63,,8,,
"Comercio al por mayor (055)",2,,,2,,,,
"Comercio al por menor (056)",76,7,,61,,8,,
"Hoteles y restaurantes (057)",45,15,,29,,1,,
"Trans., almac. y comunicaciones (058)",1,1,,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",8,8,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",32,30,2,,,,,
"Enseñanza (062)",68,65,,3,,,,
"Servicios sociales y de salud (063)",20,18,2,,,,,
"Otras activ. serv.comun.soc y personales (064)",9,5,,4,,,,
"Hogares privados con servicio doméstico (065)",31,,,,,,31,
"Actividad economica no especificada (067)",39,7,8,17,,7,,
"Desocupado (068)",15,,,,,,,15
,,,,,,,,
"URBANA (069)",835,263,142,297,2,62,22,47
"Agric., ganadería, caza y silvicultura (070)",261,1,58,155,1,46,,
"Explotación de minas y canteras (072)",26,,23,,,3,,
"Industrias manufactureras (073)",18,1,1,14,,2,,
"Suministro de electricidad, gas y agua (074)",2,,2,,,,,
"Construcción (075)",40,1,34,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",77,5,,67,,5,,
"Comercio al por mayor (078)",3,,,3,,,,
"Comercio al por menor (079)",74,5,,64,,5,,
"Hoteles y restaurantes (080)",33,8,,24,,1,,
"Trans., almac. y comunicaciones (081)",14,5,1,8,,,,
"Intermediación financiera (082)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (083)",15,13,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",72,67,5,,,,,
"Enseñanza (085)",121,121,,,,,,
"Servicios sociales y de salud (086)",27,22,1,4,,,,
"Otras activ. serv.comun.soc y personales (087)",17,8,2,7,,,,
"Hogares privados con servicio doméstico (088)",22,,,,,,22,
"Actividad economica no especificada (090)",41,9,15,12,,5,,
"Desocupado (091)",47,,,,,,,47
"Hombres (092)",560,147,124,206,2,41,2,38
"Agric., ganadería, caza y silvicultura (093)",237,1,50,150,1,35,,
"Explotación de minas y canteras (095)",26,,23,,,3,,
"Industrias manufactureras (096)",11,,1,8,,2,,
"Suministro de electricidad, gas y agua (097)",1,,1,,,,,
"Construcción (098)",40,1,34,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",23,,,23,,,,
"Comercio al por mayor (101)",1,,,1,,,,
"Comercio al por menor (102)",22,,,22,,,,
"Hoteles y restaurantes (103)",2,,,2,,,,
"Trans., almac. y comunicaciones (104)",13,4,1,8,,,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",9,7,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",48,44,4,,,,,
"Enseñanza (108)",74,74,,,,,,
"Servicios sociales y de salud (109)",11,7,,4,,,,
"Otras activ. serv.comun.soc y personales (110)",11,5,2,4,,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,2,
"Actividad economica no especificada (113)",13,3,8,1,,1,,
"Desocupado (114)",38,,,,,,,38
"Mujeres (115)",275,116,18,91,,21,20,9
"Agric., ganadería, caza y silvicultura (116)",24,,8,5,,11,,
"Industrias manufactureras (119)",7,1,,6,,,,
"Suministro de electricidad, gas y agua (120)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",54,5,,44,,5,,
"Comercio al por mayor (124)",2,,,2,,,,
"Comercio al por menor (125)",52,5,,42,,5,,
"Hoteles y restaurantes (126)",31,8,,22,,1,,
"Trans., almac. y comunicaciones (127)",1,1,,,,,,
"Intermediación financiera (128)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (129)",6,6,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",24,23,1,,,,,
"Enseñanza (131)",47,47,,,,,,
"Servicios sociales y de salud (132)",16,15,1,,,,,
"Otras activ. serv.comun.soc y personales (133)",6,3,,3,,,,
