"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia TOCACHE (000)",43572,40211,3361
"Hombres (001)",25475,23789,1686
"Mujeres (002)",18097,16422,1675
"De 18 a 29 años (003)",16290,14444,1846
"Hombres (004)",9688,8602,1086
"Mujeres (005)",6602,5842,760
"De 30 a 44 años (006)",15337,14768,569
"Hombres (007)",8687,8419,268
"Mujeres (008)",6650,6349,301
"De 45 a 64 años (009)",9558,9105,453
"Hombres (010)",5796,5614,182
"Mujeres (011)",3762,3491,271
"De 65 y más años (012)",2387,1894,493
"Hombres (013)",1304,1154,150
"Mujeres (014)",1083,740,343
,,,
"URBANA (015)",22549,21383,1166
"Hombres (016)",12583,12003,580
"Mujeres (017)",9966,9380,586
"De 18 a 29 años (018)",8424,7718,706
"Hombres (019)",4864,4429,435
"Mujeres (020)",3560,3289,271
"De 30 a 44 años (021)",7921,7769,152
"Hombres (022)",4229,4168,61
"Mujeres (023)",3692,3601,91
"De 45 a 64 años (024)",5011,4898,113
"Hombres (025)",2888,2845,43
"Mujeres (026)",2123,2053,70
"De 65 y más años (027)",1193,998,195
"Hombres (028)",602,561,41
"Mujeres (029)",591,437,154
,,,
"RURAL (030)",21023,18828,2195
"Hombres (031)",12892,11786,1106
"Mujeres (032)",8131,7042,1089
"De 18 a 29 años (033)",7866,6726,1140
"Hombres (034)",4824,4173,651
"Mujeres (035)",3042,2553,489
"De 30 a 44 años (036)",7416,6999,417
"Hombres (037)",4458,4251,207
"Mujeres (038)",2958,2748,210
"De 45 a 64 años (039)",4547,4207,340
"Hombres (040)",2908,2769,139
"Mujeres (041)",1639,1438,201
"De 65 y más años (042)",1194,896,298
"Hombres (043)",702,593,109
"Mujeres (044)",492,303,189
