"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YUNGAY (000)",51656,2516,13573,10464,7655,6084,4199,3200,3965
"Quechua (001)",37806,1669,9116,7023,5557,4752,3478,2741,3470
"Aymara (002)",30,1,8,7,3,4,3,4,
"Ashaninca (003)",2,,,,1,,1,,
"Otra lengua nativa (004)",4,,2,,,2,,,
"Castellano (005)",13678,844,4418,3418,2074,1301,705,441,477
"Idioma extranjero (006)",10,,,,2,5,2,,1
"Es sordomudo/a (007)",126,2,29,16,18,20,10,14,17
"Hombres (009)",25411,1300,6799,5215,3697,2980,1997,1554,1869
"Quechua (010)",18232,863,4499,3394,2640,2308,1633,1305,1590
"Aymara (011)",11,1,5,3,,2,,,
"Ashaninca (012)",2,,,,1,,1,,
"Otra lengua nativa (013)",1,,1,,,,,,
"Castellano (014)",7101,435,2278,1808,1050,659,357,244,270
"Idioma extranjero (015)",4,,,,1,3,,,
"Es sordomudo/a (016)",60,1,16,10,5,8,6,5,9
"Mujeres (018)",26245,1216,6774,5249,3958,3104,2202,1646,2096
"Quechua (019)",19574,806,4617,3629,2917,2444,1845,1436,1880
"Aymara (020)",19,,3,4,3,2,3,4,
"Otra lengua nativa (022)",3,,1,,,2,,,
"Castellano (023)",6577,409,2140,1610,1024,642,348,197,207
"Idioma extranjero (024)",6,,,,1,2,2,,1
"Es sordomudo/a (025)",66,1,13,6,13,12,4,9,8
,,,,,,,,,
"URBANA (027)",12611,481,2640,2769,2043,1669,1101,851,1057
"Quechua (028)",4516,55,460,731,675,791,591,520,693
"Aymara (029)",8,,1,2,1,1,,3,
"Otra lengua nativa (031)",2,,2,,,,,,
"Castellano (032)",8061,426,2171,2031,1364,871,509,326,363
"Idioma extranjero (033)",3,,,,,2,1,,
"Es sordomudo/a (034)",21,,6,5,3,4,,2,1
"Hombres (036)",6343,256,1359,1463,1018,796,528,416,507
"Quechua (037)",2159,26,238,364,328,370,284,238,311
"Aymara (038)",3,,1,1,,1,,,
"Otra lengua nativa (040)",1,,1,,,,,,
"Castellano (041)",4165,230,1115,1094,689,421,244,177,195
"Idioma extranjero (042)",1,,,,,1,,,
"Es sordomudo/a (043)",14,,4,4,1,3,,1,1
"Mujeres (045)",6268,225,1281,1306,1025,873,573,435,550
"Quechua (046)",2357,29,222,367,347,421,307,282,382
"Aymara (047)",5,,,1,1,,,3,
"Otra lengua nativa (049)",1,,1,,,,,,
"Castellano (050)",3896,196,1056,937,675,450,265,149,168
"Idioma extranjero (051)",2,,,,,1,1,,
"Es sordomudo/a (052)",7,,2,1,2,1,,1,
,,,,,,,,,
"RURAL (054)",39045,2035,10933,7695,5612,4415,3098,2349,2908
"Quechua (055)",33290,1614,8656,6292,4882,3961,2887,2221,2777
"Aymara (056)",22,1,7,5,2,3,3,1,
"Ashaninca (057)",2,,,,1,,1,,
"Otra lengua nativa (058)",2,,,,,2,,,
"Castellano (059)",5617,418,2247,1387,710,430,196,115,114
"Idioma extranjero (060)",7,,,,2,3,1,,1
"Es sordomudo/a (061)",105,2,23,11,15,16,10,12,16
"Hombres (063)",19068,1044,5440,3752,2679,2184,1469,1138,1362
"Quechua (064)",16073,837,4261,3030,2312,1938,1349,1067,1279
"Aymara (065)",8,1,4,2,,1,,,
"Ashaninca (066)",2,,,,1,,1,,
"Castellano (068)",2936,205,1163,714,361,238,113,67,75
"Idioma extranjero (069)",3,,,,1,2,,,
"Es sordomudo/a (070)",46,1,12,6,4,5,6,4,8
"Mujeres (072)",19977,991,5493,3943,2933,2231,1629,1211,1546
"Quechua (073)",17217,777,4395,3262,2570,2023,1538,1154,1498
"Aymara (074)",14,,3,3,2,2,3,1,
"Otra lengua nativa (076)",2,,,,,2,,,
"Castellano (077)",2681,213,1084,673,349,192,83,48,39
"Idioma extranjero (078)",4,,,,1,1,1,,1
"Es sordomudo/a (079)",59,1,11,5,11,11,4,8,8
