"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia DOS DE MAYO (000)",12846,280,4025,4232,3221,1088
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",33,,2,16,14,1
"Profes., científicos e intelectuales (002)",921,,156,547,212,6
"Técnicos de nivel medio y trab.asimilados (003)",190,4,61,78,44,3
"Jefes y empleados de oficina (004)",142,,51,55,35,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",760,2,217,285,209,47
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3919,,749,1331,1273,566
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",361,3,145,108,78,27
"Obreros construc., conf., papel, fab., instr. (008)",353,,118,142,85,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5145,246,2022,1403,1106,368
"Otra (010)",28,,18,8,2,
"Ocupación no especificada (011)",280,,93,78,76,33
"Desocupado (012)",714,25,393,181,87,28
"Hombres (013)",9544,178,3029,3075,2412,850
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",30,,2,15,12,1
"Profes., científicos e intelectuales (015)",496,,66,288,139,3
"Técnicos de nivel medio y trab.asimilados (016)",125,3,42,46,32,2
"Jefes y empleados de oficina (017)",77,,22,34,20,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",294,1,82,105,83,23
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3421,,661,1180,1095,485
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",319,2,134,94,67,22
"Obreros construc., conf., papel, fab., instr. (021)",353,,118,142,85,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3756,159,1582,984,769,262
"Otra (023)",28,,18,8,2,
"Ocupación no especificada (024)",115,,37,28,29,21
"Desocupado (025)",530,13,265,151,79,22
"Mujeres (026)",3302,102,996,1157,809,238
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,1,2,
"Profes., científicos e intelectuales (028)",425,,90,259,73,3
"Técnicos de nivel medio y trab.asimilados (029)",65,1,19,32,12,1
"Jefes y empleados de oficina (030)",65,,29,21,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",466,1,135,180,126,24
"Agricult.trabaj. calif. agrop. y pesqueros (032)",498,,88,151,178,81
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",42,1,11,14,11,5
