"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTUMAZA (000)",29505,9163,3058,610,16713
"Quechua (001)",24,4,9,1,12
"Aymara (002)",6,2,1,2,2
"Asháninka (003)",1,1,,1,
"Castellano (005)",29421,9146,3044,603,16663
"Idioma Extranjero (006)",1,,,1,
"Es Sordomudo/a (007)",52,10,4,2,36
"Hombres (009)",15032,4272,1531,364,8887
"Quechua (010)",11,1,3,,7
"Aymara (011)",2,1,,2,
"Asháninka (012)",1,1,,1,
"Castellano (014)",14984,4263,1526,358,8857
"Idioma Extranjero (015)",1,,,1,
"Es Sordomudo/a (016)",33,6,2,2,23
"Mujeres (018)",14473,4891,1527,246,7826
"Quechua (019)",13,3,6,1,5
"Aymara (020)",4,1,1,,2
"Castellano (023)",14437,4883,1518,245,7806
"Es Sordomudo/a (025)",19,4,2,,13
,,,,,
"URBANA (027)",12606,2984,2620,472,6565
"Quechua (028)",19,3,9,1,8
"Aymara (029)",4,1,1,2,1
"Castellano (032)",12565,2979,2606,466,6546
"Idioma Extranjero (033)",1,,,1,
"Es Sordomudo/a (034)",17,1,4,2,10
"Hombres (036)",6260,1342,1311,289,3338
"Quechua (037)",8,1,3,,4
"Aymara (038)",2,1,,2,
"Castellano (041)",6239,1339,1306,284,3329
"Idioma Extranjero (042)",1,,,1,
"Es Sordomudo/a (043)",10,1,2,2,5
"Mujeres (045)",6346,1642,1309,183,3227
"Quechua (046)",11,2,6,1,4
"Aymara (047)",2,,1,,1
"Castellano (050)",6326,1640,1300,182,3217
"Es Sordomudo/a (052)",7,,2,,5
,,,,,
"RURAL (054)",16899,6179,438,138,10148
"Quechua (055)",5,1,,,4
"Aymara (056)",2,1,,,1
"Asháninka (057)",1,1,,1,
"Castellano (059)",16856,6167,438,137,10117
"Es Sordomudo/a (061)",35,9,,,26
"Hombres (063)",8772,2930,220,75,5549
"Quechua (064)",3,,,,3
"Asháninka (066)",1,1,,1,
"Castellano (068)",8745,2924,220,74,5528
"Es Sordomudo/a (070)",23,5,,,18
"Mujeres (072)",8127,3249,218,63,4599
"Quechua (073)",2,1,,,1
"Aymara (074)",2,1,,,1
"Castellano (077)",8111,3243,218,63,4589
"Es Sordomudo/a (079)",12,4,,,8
