"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANGALLO (000)",9509,238,2795,3235,2368,873
"Agric., ganadería, caza y silvicultura (001)",6622,219,1906,2074,1699,724
"Pesca (002)",3,,1,1,1,
"Explotación de minas y canteras (003)",160,,78,53,28,1
"Industrias manufactureras (004)",162,1,60,45,40,16
"Suministro de electricidad, gas y agua (005)",11,,5,3,3,
"Construcción (006)",274,1,109,103,52,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",537,,146,212,131,48
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,4,8,2,
"Comercio al por mayor (009)",11,,3,3,3,2
"Comercio al por menor (010)",512,,139,201,126,46
"Hoteles y restaurantes (011)",141,7,53,43,31,7
"Trans., almac. y comunicaciones (012)",79,,35,30,13,1
"Intermediación financiera (013)",6,,5,1,,
"Activid.inmobil., empres. y alquileres (014)",75,,22,33,15,5
"Admin.pub. y defensa; p. segur.soc.afil (015)",201,,68,79,53,1
"Enseñanza (016)",526,,90,296,137,3
"Servicios sociales y de salud (017)",111,,31,63,17,
"Otras activ. serv.comun.soc y personales (018)",54,1,19,20,11,3
"Hogares privados con servicio doméstico (019)",48,4,33,7,4,
"Actividad economica no especificada (021)",499,5,134,172,133,55
"Hombres (022)",6127,137,1757,2107,1548,578
"Agric., ganadería, caza y silvicultura (023)",4410,126,1224,1408,1147,505
"Pesca (024)",3,,1,1,1,
"Explotación de minas y canteras (025)",155,,74,53,27,1
"Industrias manufactureras (026)",136,1,48,39,34,14
"Suministro de electricidad, gas y agua (027)",10,,4,3,3,
"Construcción (028)",270,1,108,102,51,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",193,,57,71,49,16
"Venta, mant.y rep. veh.autom.y motoc. (030)",12,,3,7,2,
"Comercio al por mayor (031)",6,,2,1,2,1
"Comercio al por menor (032)",175,,52,63,45,15
"Hoteles y restaurantes (033)",33,3,15,6,7,2
"Trans., almac. y comunicaciones (034)",73,,33,26,13,1
"Intermediación financiera (035)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (036)",55,,13,25,12,5
"Admin.pub. y defensa; p. segur.soc.afil (037)",166,,58,61,46,1
"Enseñanza (038)",326,,43,186,94,3
"Servicios sociales y de salud (039)",41,,11,23,7,
"Otras activ. serv.comun.soc y personales (040)",24,,10,8,3,3
"Hogares privados con servicio doméstico (041)",6,1,4,,1,
