"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia BONGARA",,,,
"Viviendas particulares (001)",3028,2194,762,72
"Ocupantes presentes (002)",12729,8942,3435,352
"Casa independiente",,,,
"Viviendas particulares (004)",2942,2133,739,70
"Ocupantes presentes (005)",12423,8740,3339,344
"Departamento en edificio",,,,
"Viviendas particulares (007)",7,7,,
"Ocupantes presentes (008)",21,21,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",44,33,11,
"Ocupantes presentes (011)",157,107,50,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",27,17,10,
"Ocupantes presentes (014)",98,60,38,
"Choza o cabaña",,,,
"Viviendas particulares (016)",2,,,2
"Ocupantes presentes (017)",8,,,8
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",5,4,1,
"Ocupantes presentes (023)",20,14,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2850,2075,703,72
"Ocupantes presentes (029)",11938,8420,3166,352
"Casa independiente",,,,
"Viviendas particulares (031)",2767,2016,681,70
"Ocupantes presentes (032)",11644,8225,3075,344
"Departamento en edificio",,,,
"Viviendas particulares (034)",7,7,,
"Ocupantes presentes (035)",21,21,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",44,33,11,
"Ocupantes presentes (038)",157,107,50,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",24,15,9,
"Ocupantes presentes (041)",86,53,33,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",8,,,8
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",5,4,1,
"Ocupantes presentes (050)",20,14,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",178,119,59,
"Ocupantes presentes (056)",791,522,269,
"Casa independiente",,,,
"Viviendas particulares (058)",175,117,58,
"Ocupantes presentes (059)",779,515,264,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",3,2,1,
"Ocupantes presentes (068)",12,7,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2391,1757,625,9
"Ocupantes presentes (110)",10031,7202,2805,24
"Casa independiente",,,,
"Viviendas particulares (112)",2307,1696,602,9
"Ocupantes presentes (113)",9733,7000,2709,24
"Departamento en edificio",,,,
"Viviendas particulares (115)",7,7,,
"Ocupantes presentes (116)",21,21,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",44,33,11,
"Ocupantes presentes (119)",157,107,50,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",27,17,10,
"Ocupantes presentes (122)",98,60,38,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",5,4,1,
"Ocupantes presentes (131)",20,14,6,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2267,1673,585,9
"Ocupantes presentes (137)",9475,6832,2619,24
"Casa independiente",,,,
"Viviendas particulares (139)",2186,1614,563,9
"Ocupantes presentes (140)",9189,6637,2528,24
"Departamento en edificio",,,,
"Viviendas particulares (142)",7,7,,
"Ocupantes presentes (143)",21,21,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",44,33,11,
"Ocupantes presentes (146)",157,107,50,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",24,15,9,
"Ocupantes presentes (149)",86,53,33,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",5,4,1,
"Ocupantes presentes (158)",20,14,6,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",124,84,40,
"Ocupantes presentes (164)",556,370,186,
"Casa independiente",,,,
"Viviendas particulares (166)",121,82,39,
"Ocupantes presentes (167)",544,363,181,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",3,2,1,
"Ocupantes presentes (176)",12,7,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",637,437,137,63
"Ocupantes presentes (218)",2698,1740,630,328
"Casa independiente",,,,
"Viviendas particulares (220)",635,437,137,61
"Ocupantes presentes (221)",2690,1740,630,320
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",2,,,2
"Ocupantes presentes (233)",8,,,8
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",583,402,118,63
"Ocupantes presentes (245)",2463,1588,547,328
"Casa independiente",,,,
"Viviendas particulares (247)",581,402,118,61
"Ocupantes presentes (248)",2455,1588,547,320
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",8,,,8
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",54,35,19,
"Ocupantes presentes (272)",235,152,83,
"Casa independiente",,,,
"Viviendas particulares (274)",54,35,19,
"Ocupantes presentes (275)",235,152,83,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
