"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TARATA (000)",7461,2443,642,162,4227
"Quechua (001)",24,7,4,1,12
"Aymara (002)",1277,489,48,29,712
"Asháninka (003)",7,1,,1,6
"Otra lengua nativa (004)",4,1,,,3
"Castellano (005)",6141,1940,590,131,3491
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",6,5,,,1
"Hombres (009)",3845,1152,337,124,2240
"Quechua (010)",12,2,4,1,5
"Aymara (011)",641,223,25,21,373
"Asháninka (012)",1,,,,1
"Otra lengua nativa (013)",2,1,,,1
"Castellano (014)",3186,924,308,102,1859
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",2,2,,,
"Mujeres (018)",3616,1291,305,38,1987
"Quechua (019)",12,5,,,7
"Aymara (020)",636,266,23,8,339
"Asháninka (021)",6,1,,1,5
"Otra lengua nativa (022)",2,,,,2
"Castellano (023)",2955,1016,282,29,1632
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",4,3,,,1
,,,,,
"URBANA (027)",5808,1585,535,136,3564
"Quechua (028)",17,4,3,,10
"Aymara (029)",769,167,34,21,548
"Asháninka (030)",6,1,,1,5
"Otra lengua nativa (031)",4,1,,,3
"Castellano (032)",5006,1409,498,114,2995
"Idioma Extranjero (033)",2,,,,2
"Es Sordomudo/a (034)",4,3,,,1
"Hombres (036)",2968,722,282,104,1867
"Quechua (037)",9,2,3,,4
"Aymara (038)",375,63,20,16,277
"Asháninka (039)",1,,,,1
"Otra lengua nativa (040)",2,1,,,1
"Castellano (041)",2579,655,259,88,1583
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",1,1,,,
"Mujeres (045)",2840,863,253,32,1697
"Quechua (046)",8,2,,,6
"Aymara (047)",394,104,14,5,271
"Asháninka (048)",5,1,,1,4
"Otra lengua nativa (049)",2,,,,2
"Castellano (050)",2427,754,239,26,1412
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",3,2,,,1
,,,,,
"RURAL (054)",1653,858,107,26,663
"Quechua (055)",7,3,1,1,2
"Aymara (056)",508,322,14,8,164
"Asháninka (057)",1,,,,1
"Castellano (059)",1135,531,92,17,496
"Es Sordomudo/a (061)",2,2,,,
"Hombres (063)",877,430,55,20,373
"Quechua (064)",3,,1,1,1
"Aymara (065)",266,160,5,5,96
"Castellano (068)",607,269,49,14,276
"Es Sordomudo/a (070)",1,1,,,
"Mujeres (072)",776,428,52,6,290
"Quechua (073)",4,3,,,1
"Aymara (074)",242,162,9,3,68
"Asháninka (075)",1,,,,1
"Castellano (077)",528,262,43,3,220
"Es Sordomudo/a (079)",1,1,,,
