"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RIOJA (000)",104882,2298,37055,28708,20330,12578,3913
"Hombres (001)",54292,1152,18956,14612,10490,7003,2079
"Mujeres (002)",50590,1146,18099,14096,9840,5575,1834
"Viviendas particulares (003)",104454,2292,37043,28556,20176,12502,3885
"Hombres (004)",53983,1151,18950,14489,10378,6955,2060
"Mujeres (005)",50471,1141,18093,14067,9798,5547,1825
"Viviendas colectivas (006)",201,,1,88,76,29,7
"Hombres (007)",150,,,76,55,16,3
"Mujeres (008)",51,,1,12,21,13,4
"Otro tipo (009)",227,6,11,64,78,47,21
"Hombres (010)",159,1,6,47,57,32,16
"Mujeres (011)",68,5,5,17,21,15,5
,,,,,,,
"URBANA (012)",75251,1570,25385,20493,15490,9392,2921
"Hombres (013)",38456,787,12888,10207,7835,5233,1506
"Mujeres (014)",36795,783,12497,10286,7655,4159,1415
"Viviendas particulares (015)",74824,1564,25373,20341,15336,9317,2893
"Hombres (016)",38148,786,12882,10084,7723,5186,1487
"Mujeres (017)",36676,778,12491,10257,7613,4131,1406
"Viviendas colectivas (018)",201,,1,88,76,29,7
"Hombres (019)",150,,,76,55,16,3
"Mujeres (020)",51,,1,12,21,13,4
"Otro tipo (021)",226,6,11,64,78,46,21
"Hombres (022)",158,1,6,47,57,31,16
"Mujeres (023)",68,5,5,17,21,15,5
,,,,,,,
"RURAL (024)",29631,728,11670,8215,4840,3186,992
"Hombres (025)",15836,365,6068,4405,2655,1770,573
"Mujeres (026)",13795,363,5602,3810,2185,1416,419
"Viviendas particulares (027)",29630,728,11670,8215,4840,3185,992
"Hombres (028)",15835,365,6068,4405,2655,1769,573
"Mujeres (029)",13795,363,5602,3810,2185,1416,419
"Otro tipo (033)",1,,,,,1,
"Hombres (034)",1,,,,,1,
