"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAYTARA (000)",8638,154,2315,2968,2211,990
"Agric., ganadería, caza y silvicultura (001)",4536,129,1011,1188,1361,847
"Pesca (002)",1,,,,,1
"Explotación de minas y canteras (003)",1105,1,350,599,150,5
"Industrias manufactureras (004)",99,1,36,28,26,8
"Suministro de electricidad, gas y agua (005)",15,,2,7,4,2
"Construcción (006)",470,3,165,181,113,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",443,5,120,173,113,32
"Venta, mant.y rep. veh.autom.y motoc. (008)",32,,11,14,7,
"Comercio al por mayor (009)",16,,3,8,5,
"Comercio al por menor (010)",395,5,106,151,101,32
"Hoteles y restaurantes (011)",155,1,51,53,41,9
"Trans., almac. y comunicaciones (012)",154,,58,66,29,1
"Intermediación financiera (013)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (014)",108,,37,53,12,6
"Admin.pub. y defensa; p. segur.soc afil (015)",271,,80,110,77,4
"Enseñanza (016)",459,,96,244,118,1
"Servicios sociales y de salud (017)",105,,31,52,21,1
"Otras activ. serv.comun.soc y personales (018)",46,1,20,20,5,
"Hogares privados con servicio doméstico (019)",70,6,23,20,17,4
"Organiz. y organos extraterritoriales (020)",2,,,2,,
"Actividad economica no especificada (021)",220,,70,63,52,35
"Desocupado (022)",376,7,163,109,71,26
"Hombres (023)",6236,102,1660,2197,1580,697
"Agric., ganadería, caza y silvicultura (024)",3130,88,693,802,948,599
"Pesca (025)",1,,,,,1
"Explotación de minas y canteras (026)",1088,1,344,588,150,5
"Industrias manufactureras (027)",85,1,29,26,21,8
"Suministro de electricidad, gas y agua (028)",15,,2,7,4,2
"Construcción (029)",459,2,160,179,110,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",234,2,64,84,63,21
"Venta, mant.y rep. veh.autom.y motoc. (031)",32,,11,14,7,
"Comercio al por mayor (032)",10,,3,4,3,
"Comercio al por menor (033)",192,2,50,66,53,21
"Hoteles y restaurantes (034)",38,,10,16,12,
"Trans., almac. y comunicaciones (035)",148,,53,65,29,1
"Intermediación financiera (036)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (037)",90,,29,46,9,6
"Admin.pub. y defensa; p. segur.soc afil (038)",219,,56,95,65,3
"Enseñanza (039)",209,,29,107,72,1
"Servicios sociales y de salud (040)",50,,13,24,13,
