"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHOTA (000)",140582,35095,40117,29728,23113,12529
"Sin nivel (001)",22964,827,2060,5084,8160,6833
"Educación inicial (002)",1742,1630,71,41,,
"Primaria (003)",76858,27020,17265,15608,11662,5303
"Secundaria (004)",29610,5618,16853,5168,1740,231
"Superior no univ. incompleta (005)",1859,,1171,507,159,22
"Superior no univ. completa (006)",3354,,1154,1628,515,57
"Superior univ. incompleta (007)",1174,,775,273,117,9
"Superior univ. completa (008)",3021,,768,1419,760,74
"PEA (010)",47431,832,15410,15656,11243,4290
"Sin nivel (011)",5353,34,557,1330,2021,1411
"Educación inicial (012)",47,5,25,17,,
"Primaria (013)",25221,661,7353,7717,6777,2713
"Secundaria (014)",10284,132,5542,3337,1166,107
"Superior no univ. incompleta (015)",846,,335,373,125,13
"Superior no univ. completa (016)",2675,,835,1409,418,13
"Superior univ. incompleta (017)",505,,196,215,93,1
"Superior univ. completa (018)",2500,,567,1258,643,32
"Ocupada (020)",45396,766,14405,15075,10937,4213
"Sin nivel (021)",5232,30,520,1301,1986,1395
"Educación inicial (022)",46,5,24,17,,
"Primaria (023)",24177,609,6938,7418,6556,2656
"Secundaria (024)",9724,122,5173,3192,1134,103
"Superior no univ. incompleta (025)",817,,321,362,121,13
"Superior no univ. completa (026)",2530,,751,1352,414,13
"Superior univ. incompleta (027)",475,,171,210,93,1
"Superior univ. completa (028)",2395,,507,1223,633,32
