"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia EL COLLAO",,,,,,,
"Viviendas particulares (001)",26107,885,111,329,24264,170,348
"Ocupantes presentes (002)",78773,2805,333,998,73188,499,950
"Casa independiente",,,,,,,
"Viviendas particulares (004)",25053,852,111,319,23301,163,307
"Ocupantes presentes (005)",75981,2703,333,969,70632,484,860
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",16,5,,2,9,,
"Ocupantes presentes (008)",50,12,,7,31,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",26,2,,2,22,,
"Ocupantes presentes (011)",111,13,,10,88,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",35,5,,,26,1,3
"Ocupantes presentes (014)",119,16,,,91,3,9
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",951,15,,6,893,2,35
"Ocupantes presentes (017)",2437,38,,12,2308,4,75
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,2,,,3,,
"Ocupantes presentes (020)",24,13,,,11,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,2,,,8,4,3
"Ocupantes presentes (023)",42,3,,,25,8,6
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,2,,,2,,
"Ocupantes presentes (026)",9,7,,,2,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7139,749,106,172,5932,38,142
"Ocupantes presentes (029)",23266,2448,326,584,19343,119,446
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7047,734,106,168,5866,36,137
"Ocupantes presentes (032)",22929,2392,326,567,19101,111,432
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",16,5,,2,9,,
"Ocupantes presentes (035)",50,12,,7,31,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",26,2,,2,22,,
"Ocupantes presentes (038)",111,13,,10,88,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",35,5,,,26,1,3
"Ocupantes presentes (041)",119,16,,,91,3,9
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,2,,,3,,
"Ocupantes presentes (047)",24,13,,,11,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",9,1,,,5,1,2
"Ocupantes presentes (050)",32,2,,,20,5,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",1,,,,1,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",18968,136,5,157,18332,132,206
"Ocupantes presentes (056)",55507,357,7,414,53845,380,504
"Casa independiente",,,,,,,
"Viviendas particulares (058)",18006,118,5,151,17435,127,170
"Ocupantes presentes (059)",53052,311,7,402,51531,373,428
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",951,15,,6,893,2,35
"Ocupantes presentes (071)",2437,38,,12,2308,4,75
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,1,,,3,3,1
"Ocupantes presentes (077)",10,1,,,5,3,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,2,,,1,,
"Ocupantes presentes (080)",8,7,,,1,,
