"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUACAYBAMBA (000)",237,8,108,62,41,18
"Sin nivel (001)",28,,9,2,9,8
"Primaria (003)",120,6,44,36,24,10
"Secundaria (004)",78,2,49,21,6,
"Superior no univ. incompleta (005)",5,,2,2,1,
"Superior no univ. completa (006)",5,,3,1,1,
"Superior univ. incompleta (007)",1,,1,,,
"Hombres (010)",187,2,83,56,32,14
"Sin nivel (011)",13,,4,2,3,4
"Primaria (013)",94,2,29,30,23,10
"Secundaria (014)",72,,45,21,6,
"Superior no univ. incompleta (015)",3,,1,2,,
"Superior no univ. completa (016)",4,,3,1,,
"Superior univ. incompleta (017)",1,,1,,,
"Mujeres (020)",50,6,25,6,9,4
"Sin nivel (021)",15,,5,,6,4
"Primaria (023)",26,4,15,6,1,
"Secundaria (024)",6,2,4,,,
"Superior no univ. incompleta (025)",2,,1,,1,
"Superior no univ. completa (026)",1,,,,1,
,,,,,,
"Area Urbana (030)",53,1,20,20,11,1
"Sin nivel (031)",3,,1,,1,1
"Primaria (033)",17,1,5,8,3,
"Secundaria (034)",25,,11,9,5,
"Superior no univ. incompleta (035)",4,,1,2,1,
"Superior no univ. completa (036)",4,,2,1,1,
"Hombres (040)",46,,17,20,9,
"Sin nivel (041)",2,,1,,1,
"Primaria (043)",15,,4,8,3,
"Secundaria (044)",24,,10,9,5,
"Superior no univ. incompleta (045)",2,,,2,,
"Superior no univ. completa (046)",3,,2,1,,
"Mujeres (050)",7,1,3,,2,1
"Sin nivel (051)",1,,,,,1
"Primaria (053)",2,1,1,,,
"Secundaria (054)",1,,1,,,
"Superior no univ. incompleta (055)",2,,1,,1,
"Superior no univ. completa (056)",1,,,,1,
,,,,,,
"Area Rural (060)",184,7,88,42,30,17
"Sin nivel (061)",25,,8,2,8,7
"Primaria (063)",103,5,39,28,21,10
"Secundaria (064)",53,2,38,12,1,
"Superior no univ. incompleta (065)",1,,1,,,
"Superior no univ. completa (066)",1,,1,,,
"Superior univ. incompleta (067)",1,,1,,,
"Hombres (070)",141,2,66,36,23,14
"Sin nivel (071)",11,,3,2,2,4
"Primaria (073)",79,2,25,22,20,10
"Secundaria (074)",48,,35,12,1,
"Superior no univ. incompleta (075)",1,,1,,,
"Superior no univ. completa (076)",1,,1,,,
"Superior univ. incompleta (077)",1,,1,,,
"Mujeres (080)",43,5,22,6,7,3
"Sin nivel (081)",14,,5,,6,3
"Primaria (083)",24,3,14,6,1,
"Secundaria (084)",5,2,3,,,
