"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LAMBAYEQUE (000)",259274,5599,84177,68749,46829,37075,16845
"Hombres (001)",128807,2906,42919,34081,21995,18267,8639
"Mujeres (002)",130467,2693,41258,34668,24834,18808,8206
"Viviendas particulares (003)",258671,5581,84158,68426,46688,36992,16826
"Hombres (004)",128348,2896,42909,33819,21896,18203,8625
"Mujeres (005)",130323,2685,41249,34607,24792,18789,8201
"Viviendas colectivas (006)",429,16,13,265,74,48,13
"Hombres (007)",306,10,6,214,37,30,9
"Mujeres (008)",123,6,7,51,37,18,4
"Otro tipo (009)",174,2,6,58,67,35,6
"Hombres (010)",153,,4,48,62,34,5
"Mujeres (011)",21,2,2,10,5,1,1
,,,,,,,
"URBANA (012)",125294,2383,36785,34242,24070,19480,8334
"Hombres (013)",60620,1220,18684,16539,10781,9290,4106
"Mujeres (014)",64674,1163,18101,17703,13289,10190,4228
"Viviendas particulares (015)",124818,2367,36769,33959,23979,19426,8318
"Hombres (016)",60271,1210,18675,16310,10728,9254,4094
"Mujeres (017)",64547,1157,18094,17649,13251,10172,4224
"Viviendas colectivas (018)",411,16,13,260,69,41,12
"Hombres (019)",294,10,6,212,34,23,9
"Mujeres (020)",117,6,7,48,35,18,3
"Otro tipo (021)",65,,3,23,22,13,4
"Hombres (022)",55,,3,17,19,13,3
"Mujeres (023)",10,,,6,3,,1
,,,,,,,
"RURAL (024)",133980,3216,47392,34507,22759,17595,8511
"Hombres (025)",68187,1686,24235,17542,11214,8977,4533
"Mujeres (026)",65793,1530,23157,16965,11545,8618,3978
"Viviendas particulares (027)",133853,3214,47389,34467,22709,17566,8508
"Hombres (028)",68077,1686,24234,17509,11168,8949,4531
"Mujeres (029)",65776,1528,23155,16958,11541,8617,3977
"Viviendas colectivas (030)",18,,,5,5,7,1
"Hombres (031)",12,,,2,3,7,
"Mujeres (032)",6,,,3,2,,1
"Otro tipo (033)",109,2,3,35,45,22,2
"Hombres (034)",98,,1,31,43,21,2
"Mujeres (035)",11,2,2,4,2,1,
