"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALGAYOC (000)",23760,137,453,1315,2786,5494,8597,4978
"De 12 a 14 años (001)",36,,,,,,4,32
"De 15 a 19 años (002)",734,,,,,,461,273
"De 20 a 24 años (003)",2727,,,,,16,1755,956
"De 25 a 29 años (004)",3145,,,,,302,2059,784
"De 30 a 34 años (005)",2946,,,,1,682,1696,567
"De 35 a 39 años (006)",2784,,,,49,1008,1310,417
"De 40 a 44 años (007)",2334,,,,169,1012,818,335
"De 45 a 49 años (008)",1943,,,5,337,983,393,225
"De 50 y más años (009)",7111,137,453,1310,2230,1491,101,1389
"Sin nivel (010)",11916,128,397,1126,2113,3127,2871,2154
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",90,,,,,,65,25
"De 20 a 24 años (013)",467,,,,,4,327,136
"De 25 a 29 años (014)",784,,,,,69,551,164
"De 30 a 34 años (015)",976,,,,,232,572,172
"De 35 a 39 años (016)",1246,,,,24,462,578,182
"De 40 a 44 años (017)",1280,,,,92,551,451,186
"De 45 a 49 años (018)",1228,,,4,196,641,257,130
"De 50 y más años (019)",5843,128,397,1122,1801,1168,70,1157
"Educacion Inicial (020)",37,,,,,6,21,10
"De 15 a 19 años (022)",2,,,,,,,2
"De 20 a 24 años (023)",11,,,,,,5,6
"De 25 a 29 años (024)",3,,,,,,3,
"De 30 a 34 años (025)",12,,,,,2,8,2
"De 35 a 39 años (026)",9,,,,,4,5,
"Primaria (030)",8623,9,51,160,544,1820,4228,1811
"De 12 a 14 años (031)",19,,,,,,4,15
"De 15 a 19 años (032)",461,,,,,,286,175
"De 20 a 24 años (033)",1590,,,,,9,1072,509
"De 25 a 29 años (034)",1699,,,,,175,1127,397
"De 30 a 34 años (035)",1412,,,,1,352,807,252
"De 35 a 39 años (036)",1090,,,,23,407,515,145
"De 40 a 44 años (037)",784,,,,61,345,285,93
"De 45 a 49 años (038)",517,,,1,99,254,105,58
"De 50 y más años (039)",1051,9,51,159,360,278,27,167
"Secundaria (040)",1875,,4,23,81,299,920,548
"De 12 a 14 años (041)",15,,,,,,,15
"De 15 a 19 años (042)",173,,,,,,104,69
"De 20 a 24 años (043)",473,,,,,3,282,188
"De 25 a 29 años (044)",380,,,,,39,236,105
"De 30 a 34 años (045)",265,,,,,61,148,56
"De 35 a 39 años (046)",210,,,,1,75,98,36
"De 40 a 44 años (047)",121,,,,9,50,37,25
"De 45 a 49 años (048)",102,,,,26,46,12,18
"De 50 y más años (049)",136,,4,23,45,25,3,36
"Sup. no Univ. incompleta (050)",258,,,,9,44,100,105
