"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",549,1,160,203,175,10
"Obreros construc., conf., papel, fab., instr. (034)",107,,36,44,21,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",5886,100,2030,2104,1465,187
"Otra (036)",11,,2,5,4,
"Ocupación no especificada (037)",404,,118,154,104,28
"Desocupado (038)",604,16,348,168,67,5
,,,,,,
"URBANA (039)",44963,360,14660,16361,11743,1839
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",98,,5,36,52,5
"Profes., científicos e intelectuales (041)",3994,,873,1982,1091,48
"Técnicos de nivel medio y trab.asimilados (042)",2115,4,708,852,502,49
"Jefes y empleados de oficina (043)",1801,,736,679,367,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",8974,62,2558,3219,2602,533
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2732,9,629,944,910,240
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",3922,20,1292,1249,1190,171
"Obreros construc., conf., papel, fab., instr. (047)",6048,8,2012,2389,1443,196
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",12456,225,4614,4129,3011,477
"Otra (049)",226,,31,118,77,
"Ocupación no especificada (050)",664,,217,227,175,45
"Desocupado (051)",1933,32,985,537,323,56
"Hombres (052)",29449,237,9700,10367,7826,1319
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",57,,3,21,29,4
"Profes., científicos e intelectuales (054)",1939,,357,907,637,38
"Técnicos de nivel medio y trab.asimilados (055)",1408,3,456,542,371,36
"Jefes y empleados de oficina (056)",878,,289,332,242,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",3803,26,1113,1323,1077,264
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2391,8,538,823,810,212
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",3414,19,1149,1064,1021,161
"Obreros construc., conf., papel, fab., instr. (060)",5947,8,1979,2346,1424,190
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",7698,151,3013,2419,1793,322
"Otra (062)",215,,29,113,73,
"Ocupación no especificada (063)",329,,113,103,88,25
"Desocupado (064)",1370,22,661,374,261,52
"Mujeres (065)",15514,123,4960,5994,3917,520
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",41,,2,15,23,1
"Profes., científicos e intelectuales (067)",2055,,516,1075,454,10
"Técnicos de nivel medio y trab.asimilados (068)",707,1,252,310,131,13
"Jefes y empleados de oficina (069)",923,,447,347,125,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",5171,36,1445,1896,1525,269
"Agricult.trabaj. calif. agrop. y pesqueros (071)",341,1,91,121,100,28
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",508,1,143,185,169,10
"Obreros construc., conf., papel, fab., instr. (073)",101,,33,43,19,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",4758,74,1601,1710,1218,155
"Otra (075)",11,,2,5,4,
"Ocupación no especificada (076)",335,,104,124,87,20
"Desocupado (077)",563,10,324,163,62,4
,,,,,,
"RURAL (078)",7664,114,2784,2567,1808,391
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,,1,,
"Profes., científicos e intelectuales (080)",114,,41,51,22,
"Técnicos de nivel medio y trab.asimilados (081)",73,,27,35,10,1
"Jefes y empleados de oficina (082)",59,,19,28,10,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",341,4,108,136,79,14
"Agricult.trabaj. calif. agrop. y pesqueros (084)",1305,2,231,406,478,188
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",211,,86,78,42,5
"Obreros construc., conf., papel, fab., instr. (086)",330,1,114,128,79,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",4922,91,2031,1623,1022,155
"Otra (088)",1,,,1,,
"Ocupación no especificada (089)",93,,19,36,27,11
"Desocupado (090)",214,16,108,44,39,7
"Hombres (091)",5927,77,2151,1950,1426,323
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,,,1,,
"Profes., científicos e intelectuales (093)",57,,16,27,14,
"Técnicos de nivel medio y trab.asimilados (094)",47,,14,23,9,1
"Jefes y empleados de oficina (095)",36,,7,18,10,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",118,,41,44,30,3
"Agricult.trabaj. calif. agrop. y pesqueros (097)",1182,1,202,375,431,173
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",170,,69,60,36,5
"Obreros construc., conf., papel, fab., instr. (099)",324,1,111,127,77,8
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",3794,65,1602,1229,775,123
"Otra (101)",1,,,1,,
"Ocupación no especificada (102)",24,,5,6,10,3
"Desocupado (103)",173,10,84,39,34,6
"Mujeres (104)",1737,37,633,617,382,68
"Profes., científicos e intelectuales (106)",57,,25,24,8,
"Técnicos de nivel medio y trab.asimilados (107)",26,,13,12,1,
"Jefes y empleados de oficina (108)",23,,12,10,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",223,4,67,92,49,11
"Agricult.trabaj. calif. agrop. y pesqueros (110)",123,1,29,31,47,15
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",41,,17,18,6,
"Obreros construc., conf., papel, fab., instr. (112)",6,,3,1,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1128,26,429,394,247,32
"Ocupación no especificada (115)",69,,14,30,17,8
"Desocupado (116)",41,6,24,5,5,1
