"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARAÑON (000)",207,83,124
"De 14 a 29 años (001)",119,62,57
"De 30 a 44 años (002)",59,20,39
"De 45 a 64 años (003)",25,1,24
"De 65 y más años (004)",4,,4
"Hombres (005)",167,60,107
"De 14 a 29 años (006)",87,42,45
"De 30 a 44 años (007)",52,18,34
"De 45 a 64 años (008)",24,,24
"De 65 y más años (009)",4,,4
"Mujeres (010)",40,23,17
"De 14 a 29 años (011)",32,20,12
"De 30 a 44 años (012)",7,2,5
"De 45 a 64 años (013)",1,1,
,,,
"AREA URBANA (015)",35,15,20
"De 14 a 29 años (016)",18,13,5
"De 30 a 44 años (017)",12,2,10
"De 45 a 64 años (018)",4,,4
"De 65 y más años (019)",1,,1
"Hombres (020)",26,8,18
"De 14 a 29 años (021)",11,7,4
"De 30 a 44 años (022)",10,1,9
"De 45 a 64 años (023)",4,,4
"De 65 y más años (024)",1,,1
"Mujeres (025)",9,7,2
"De 14 a 29 años (026)",7,6,1
"De 30 a 44 años (027)",2,1,1
,,,
"AREA RURAL (030)",172,68,104
"De 14 a 29 años (031)",101,49,52
"De 30 a 44 años (032)",47,18,29
"De 45 a 64 años (033)",21,1,20
"De 65 y más años (034)",3,,3
"Hombres (035)",141,52,89
"De 14 a 29 años (036)",76,35,41
"De 30 a 44 años (037)",42,17,25
"De 45 a 64 años (038)",20,,20
"De 65 y más años (039)",3,,3
"Mujeres (040)",31,16,15
"De 14 a 29 años (041)",25,14,11
"De 30 a 44 años (042)",5,1,4
"De 45 a 64 años (043)",1,1,
