"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAYLAS (000)",16819,355,5359,5688,4151,1266
"Agric., ganadería, caza y silvicultura (001)",8892,270,2817,2749,2156,900
"Explotación de minas y canteras (003)",245,3,103,79,55,5
"Industrias manufactureras (004)",513,5,169,171,128,40
"Suministro de electricidad, gas y agua (005)",73,,11,39,21,2
"Construcción (006)",836,7,247,327,227,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1661,22,405,567,518,149
"Venta, mant.y rep. veh.autom.y motoc. (008)",140,,58,53,20,9
"Comercio al por mayor (009)",88,1,34,31,18,4
"Comercio al por menor (010)",1433,21,313,483,480,136
"Hoteles y restaurantes (011)",522,13,178,166,141,24
"Trans., almac. y comunicaciones (012)",677,3,309,253,103,9
"Intermediación financiera (013)",36,,15,15,6,
"Activid.inmobil., empres. y alquileres (014)",288,2,95,121,65,5
"Admin.pub. y defensa; p. segur.soc afil (015)",605,,168,263,163,11
"Enseñanza (016)",834,,120,464,243,7
"Servicios sociales y de salud (017)",212,,57,102,53,
"Otras activ. serv.comun.soc y personales (018)",215,3,70,67,59,16
"Hogares privados con servicio doméstico (019)",215,4,111,55,35,10
"Actividad economica no especificada (021)",273,1,93,70,76,33
"Desocupado (022)",722,22,391,180,102,27
"Hombres (023)",12259,239,3898,4111,3018,993
"Agric., ganadería, caza y silvicultura (024)",7297,181,2236,2292,1820,768
"Explotación de minas y canteras (026)",234,3,97,77,52,5
"Industrias manufactureras (027)",424,5,140,138,105,36
"Suministro de electricidad, gas y agua (028)",69,,9,38,20,2
"Construcción (029)",814,7,237,319,223,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",758,19,220,251,195,73
"Venta, mant.y rep. veh.autom.y motoc. (031)",131,,54,52,17,8
"Comercio al por mayor (032)",57,1,21,22,10,3
"Comercio al por menor (033)",570,18,145,177,168,62
"Hoteles y restaurantes (034)",126,,56,31,31,8
"Trans., almac. y comunicaciones (035)",643,3,287,247,98,8
"Intermediación financiera (036)",17,,4,8,5,
"Activid.inmobil., empres. y alquileres (037)",232,2,72,97,56,5
"Admin.pub. y defensa; p. segur.soc afil (038)",426,,115,188,114,9
"Enseñanza (039)",362,,43,188,127,4
"Servicios sociales y de salud (040)",82,,19,39,24,
"Otras activ. serv.comun.soc y personales (041)",119,3,41,30,36,9
"Hogares privados con servicio doméstico (042)",5,1,3,,,1
