"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LAMAS",,,,,,,
"Viviendas particulares (001)",18246,1506,209,308,15681,236,306
"Ocupantes presentes (002)",78826,5554,982,1261,68947,883,1199
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15484,1160,205,290,13473,187,169
"Ocupantes presentes (005)",67165,4452,950,1185,59235,693,650
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",201,159,,2,37,,3
"Ocupantes presentes (011)",643,461,,7,161,,14
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",85,64,,1,17,1,2
"Ocupantes presentes (014)",301,206,,4,82,2,7
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2400,109,4,13,2116,29,129
"Ocupantes presentes (017)",10427,387,32,54,9321,118,515
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",48,7,,2,21,16,2
"Ocupantes presentes (020)",181,26,,11,82,56,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",11,4,,,4,3,
"Ocupantes presentes (023)",47,13,,,20,14,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",15,1,,,13,,1
"Ocupantes presentes (026)",58,5,,,46,,7
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",8875,1034,119,234,7233,125,130
"Ocupantes presentes (029)",37573,3767,558,938,31316,480,514
"Casa independiente",,,,,,,
"Viviendas particulares (031)",8527,798,119,229,7153,106,122
"Ocupantes presentes (032)",36400,3055,558,916,30976,415,480
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",4,4,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",201,159,,2,37,,3
"Ocupantes presentes (038)",643,461,,7,161,,14
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",85,64,,1,17,1,2
"Ocupantes presentes (041)",301,206,,4,82,2,7
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",48,7,,2,21,16,2
"Ocupantes presentes (047)",181,26,,11,82,56,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",8,3,,,3,2,
"Ocupantes presentes (050)",30,10,,,13,7,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,1,,,2,,1
"Ocupantes presentes (053)",14,5,,,2,,7
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9371,472,90,74,8448,111,176
"Ocupantes presentes (056)",41253,1787,424,323,37631,403,685
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6957,362,86,61,6320,81,47
"Ocupantes presentes (059)",30765,1397,392,269,28259,278,170
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2400,109,4,13,2116,29,129
"Ocupantes presentes (071)",10427,387,32,54,9321,118,515
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,1,,,1,1,
"Ocupantes presentes (077)",17,3,,,7,7,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",11,,,,11,,
"Ocupantes presentes (080)",44,,,,44,,
