"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAHUAMANU (000)",9552,1721,3131,2752,1548,400
"Hombres (001)",5849,868,1821,1820,1082,258
"Mujeres (002)",3703,853,1310,932,466,142
"PEA (003)",5684,61,1991,2215,1216,201
"Hombres (004)",4436,37,1494,1731,999,175
"Mujeres (005)",1248,24,497,484,217,26
"Ocupada (006)",5541,58,1902,2176,1204,201
"Hombres (007)",4335,34,1433,1705,988,175
"Mujeres (008)",1206,24,469,471,216,26
"Desocupada (009)",143,3,89,39,12,
"Hombres (010)",101,3,61,26,11,
"Mujeres (011)",42,,28,13,1,
"No PEA (012)",3868,1660,1140,537,332,199
"Hombres (013)",1413,831,327,89,83,83
"Mujeres (014)",2455,829,813,448,249,116
,,,,,,
"URBANA (018)",6748,1220,2326,1973,997,232
"Hombres (019)",4026,604,1322,1273,688,139
"Mujeres (020)",2722,616,1004,700,309,93
"PEA (021)",3977,44,1483,1594,768,88
"Hombres (022)",3014,24,1075,1218,623,74
"Mujeres (023)",963,20,408,376,145,14
"Ocupada (024)",3848,42,1401,1559,758,88
"Hombres (025)",2924,22,1020,1195,613,74
"Mujeres (026)",924,20,381,364,145,14
"Desocupada (027)",129,2,82,35,10,
"Hombres (028)",90,2,55,23,10,
"Mujeres (029)",39,,27,12,,
"No PEA (030)",2771,1176,843,379,229,144
"Hombres (031)",1012,580,247,55,65,65
"Mujeres (032)",1759,596,596,324,164,79
,,,,,,
"RURAL (036)",2804,501,805,779,551,168
"Hombres (037)",1823,264,499,547,394,119
"Mujeres (038)",981,237,306,232,157,49
"PEA (039)",1707,17,508,621,448,113
"Hombres (040)",1422,13,419,513,376,101
"Mujeres (041)",285,4,89,108,72,12
"Ocupada (042)",1693,16,501,617,446,113
"Hombres (043)",1411,12,413,510,375,101
"Mujeres (044)",282,4,88,107,71,12
"Desocupada (045)",14,1,7,4,2,
"Hombres (046)",11,1,6,3,1,
"Mujeres (047)",3,,1,1,1,
"No PEA (048)",1097,484,297,158,103,55
"Hombres (049)",401,251,80,34,18,18
"Mujeres (050)",696,233,217,124,85,37
