"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LIMA (000)",3156317,5562836,5304218,,101250,95.4,1.8
"De 12 a 14 años (001)",197904,1302,1233,,68,94.7,5.2
"De 15 a 19 años (002)",365311,32509,31983,8570,98.4,26.4,
"De 20 a 24 años (003)",388619,175463,173242,23046,98.7,13.1,
"De 25 a 29 años (004)",365893,338099,333915,25584,98.8,7.6,
"De 30 a 34 años (005)",338333,496426,488664,23458,98.4,4.7,
"De 35 a 39 años (006)",296779,588341,577506,14885,98.2,2.5,
"De 40 a 44 años (007)",257661,614974,600096,5075,97.6,0.8,
"De 45 a 49 años (008)",217104,587378,569071,556,96.9,0.1,
"De 50 y más años (009)",728713,2728344,2528508,8,92.7,,
"PEA (010)",1388514,2079365,2010969,31801,96.7,1.5,
"De 12 a 14 años (011)",7121,244,237,6,97.1,2.5,
"De 15 a 19 años (012)",94632,9320,9129,1461,98,15.7,
"De 20 a 24 años (013)",206967,67819,66809,5568,98.5,8.2,
"De 25 a 29 años (014)",218108,148160,146193,7801,98.7,5.3,
"De 30 a 34 años (015)",200680,240843,237021,8672,98.4,3.6,
"De 35 a 39 años (016)",175469,308766,303012,5939,98.1,1.9,
"De 40 a 44 años (017)",151004,330676,322716,2091,97.6,0.6,
"De 45 a 49 años (018)",122246,304030,294664,260,96.9,0.1,
"De 50 y más años (019)",212287,669507,631188,3,94.3,,
"Ocupada (020)",1337086,2022964,1956194,30312,96.7,1.5,
"De 12 a 14 años (021)",6234,224,217,5,96.9,2.2,
"De 15 a 19 años (022)",86825,8490,8312,1285,97.9,15.1,
"De 20 a 24 años (023)",194937,63666,62726,5110,98.5,8,
"De 25 a 29 años (024)",209203,141904,139995,7411,98.7,5.2,
"De 30 a 34 años (025)",194607,233470,229771,8420,98.4,3.6,
"De 35 a 39 años (026)",170773,300422,294844,5781,98.1,1.9,
"De 40 a 44 años (027)",147208,322219,314492,2043,97.6,0.6,
"De 45 a 49 años (028)",119328,296420,287322,254,96.9,0.1,
"De 50 y más años (029)",207971,656149,618515,3,94.3,,
"Desocupada (030)",51428,56401,54775,1489,97.1,2.6,
"De 12 a 14 años (031)",887,20,20,1,100,5,
"De 15 a 19 años (032)",7807,830,817,176,98.4,21.2,
"De 20 a 24 años (033)",12030,4153,4083,458,98.3,11,
