"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TAYACAJA (000)",98222,36243,3821,1675,56604
"Quechua (001)",63950,21538,1287,550,40606
"Aymara (002)",91,44,4,8,43
"Asháninka (003)",23,17,1,5,4
"Otra lengua nativa (004)",15,4,2,2,9
"Castellano (005)",33900,14602,2524,1108,15742
"Idioma Extranjero (006)",1,,,,1
"Es Sordomudo/a (007)",242,38,3,2,199
"Hombres (009)",48652,17628,2007,1091,28015
"Quechua (010)",30826,10197,698,309,19640
"Aymara (011)",49,24,1,6,23
"Asháninka (012)",9,8,1,3,
"Otra lengua nativa (013)",9,2,2,2,5
"Castellano (014)",17653,7382,1304,770,8258
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",105,15,1,1,88
"Mujeres (018)",49570,18615,1814,584,28589
"Quechua (019)",33124,11341,589,241,20966
"Aymara (020)",42,20,3,2,20
"Asháninka (021)",14,9,,2,4
"Otra lengua nativa (022)",6,2,,,4
"Castellano (023)",16247,7220,1220,338,7484
"Es Sordomudo/a (025)",137,23,2,1,111
,,,,,
"URBANA (027)",24307,6459,2590,1003,14307
"Quechua (028)",9514,1966,617,164,6779
"Aymara (029)",16,7,2,4,7
"Asháninka (030)",3,2,,1,
"Castellano (032)",14751,4478,1971,834,7504
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",22,6,,,16
"Hombres (036)",12025,3101,1355,727,6883
"Quechua (037)",4419,877,334,109,3108
"Aymara (038)",9,4,1,3,3
"Asháninka (039)",1,1,,,
"Castellano (041)",7587,2216,1020,615,3766
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",8,3,,,5
"Mujeres (045)",12282,3358,1235,276,7424
"Quechua (046)",5095,1089,283,55,3671
"Aymara (047)",7,3,1,1,4
"Asháninka (048)",2,1,,1,
"Castellano (050)",7164,2262,951,219,3738
"Es Sordomudo/a (052)",14,3,,,11
,,,,,
"RURAL (054)",73915,29784,1231,672,42297
"Quechua (055)",54436,19572,670,386,33827
"Aymara (056)",75,37,2,4,36
"Asháninka (057)",20,15,1,4,4
"Otra lengua nativa (058)",15,4,2,2,9
"Castellano (059)",19149,10124,553,274,8238
"Es Sordomudo/a (061)",220,32,3,2,183
"Hombres (063)",36627,14527,652,364,21132
"Quechua (064)",26407,9320,364,200,16532
"Aymara (065)",40,20,,3,20
"Asháninka (066)",8,7,1,3,
"Otra lengua nativa (067)",9,2,2,2,5
"Castellano (068)",10066,5166,284,155,4492
"Es Sordomudo/a (070)",97,12,1,1,83
"Mujeres (072)",37288,15257,579,308,21165
"Quechua (073)",28029,10252,306,186,17295
"Aymara (074)",35,17,2,1,16
"Asháninka (075)",12,8,,1,4
"Otra lengua nativa (076)",6,2,,,4
"Castellano (077)",9083,4958,269,119,3746
"Es Sordomudo/a (079)",123,20,2,1,100
