"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJAMARCA (000)",296395,38866,44853,19376,195152
"Sin Nivel (001)",46647,8870,3413,1490,32973
"Educación Inicial (002)",7488,2249,1351,615,3339
"Primaria (003)",115515,19976,10137,4255,81406
"Secundaria (004)",72959,6009,11534,4777,50948
"Sup. no Univ. Incompleta (005)",7808,283,1739,874,4984
"Sup. no Univ. Completa (006)",13645,475,5725,2162,5593
"Sup. Univ. Incompleta (007)",12083,316,2095,1455,8320
"Sup. Univ. Completa (008)",20250,688,8859,3748,7589
"Hombres (010)",145533,18471,23208,10850,94128
"Sin Nivel (011)",14552,3727,1433,611,8827
"Educación Inicial (012)",3725,1153,693,319,1595
"Primaria (013)",56892,9452,4904,2178,40487
"Secundaria (014)",41853,3283,6414,2885,29481
"Sup. no Univ. Incompleta (015)",4166,153,1009,569,2486
"Sup. no Univ. Completa (016)",6706,218,2907,1284,2506
"Sup. Univ. Incompleta (017)",6661,149,1165,830,4581
"Sup. Univ. Completa (018)",10978,336,4683,2174,4165
"Mujeres (020)",150862,20395,21645,8526,101024
"Sin Nivel (021)",32095,5143,1980,879,24146
"Educación Inicial (022)",3763,1096,658,296,1744
"Primaria (023)",58623,10524,5233,2077,40919
"Secundaria (024)",31106,2726,5120,1892,21467
"Sup. no Univ. Incompleta (025)",3642,130,730,305,2498
"Sup. no Univ. Completa (026)",6939,257,2818,878,3087
"Sup. Univ. Incompleta (027)",5422,167,930,625,3739
"Sup. Univ. Completa (028)",9272,352,4176,1574,3424
,,,,,
"URBANA (030)",164379,11281,37012,16759,100887
"Sin Nivel (031)",15122,1863,2329,1073,9938
"Educación Inicial (032)",4526,713,1194,543,2137
"Primaria (033)",45392,4211,7374,3218,30799
"Secundaria (034)",50132,2852,9526,4205,33804
"Sup. no Univ. Incompleta (035)",6611,249,1412,804,4200
"Sup. no Univ. Completa (036)",11986,436,4872,1956,4962
"Sup. Univ. Incompleta (037)",11300,294,1887,1392,7814
"Sup. Univ. Completa (038)",19310,663,8418,3568,7233
"Hombres (040)",79711,5328,18187,9242,47831
"Sin Nivel (041)",5159,826,1041,470,2859
"Educación Inicial (042)",2268,382,608,283,1027
"Primaria (043)",20548,1994,3396,1588,13666
"Secundaria (044)",26474,1336,4919,2461,17920
"Sup. no Univ. Incompleta (045)",3351,131,727,509,2017
"Sup. no Univ. Completa (046)",5488,199,2172,1109,2148
"Sup. Univ. Incompleta (047)",6118,138,988,782,4259
"Sup. Univ. Completa (048)",10305,322,4336,2040,3935
"Mujeres (050)",84668,5953,18825,7517,53056
"Sin Nivel (051)",9963,1037,1288,603,7079
"Educación Inicial (052)",2258,331,586,260,1110
"Primaria (053)",24844,2217,3978,1630,17133
"Secundaria (054)",23658,1516,4607,1744,15884
"Sup. no Univ. Incompleta (055)",3260,118,685,295,2183
"Sup. no Univ. Completa (056)",6498,237,2700,847,2814
"Sup. Univ. Incompleta (057)",5182,156,899,610,3555
"Sup. Univ. Completa (058)",9005,341,4082,1528,3298
,,,,,
"RURAL (060)",132016,27585,7841,2617,94265
"Sin Nivel (061)",31525,7007,1084,417,23035
"Educación Inicial (062)",2962,1536,157,72,1202
"Primaria (063)",70123,15765,2763,1037,50607
"Secundaria (064)",22827,3157,2008,572,17144
"Sup. no Univ. Incompleta (065)",1197,34,327,70,784
"Sup. no Univ. Completa (066)",1659,39,853,206,631
"Sup. Univ. Incompleta (067)",783,22,208,63,506
"Sup. Univ. Completa (068)",940,25,441,180,356
"Hombres (070)",65822,13143,5021,1608,46297
"Sin Nivel (071)",9393,2901,392,141,5968
"Educación Inicial (072)",1457,771,85,36,568
"Primaria (073)",36344,7458,1508,590,26821
"Secundaria (074)",15379,1947,1495,424,11561
"Sup. no Univ. Incompleta (075)",815,22,282,60,469
"Sup. no Univ. Completa (076)",1218,19,735,175,358
"Sup. Univ. Incompleta (077)",543,11,177,48,322
"Sup. Univ. Completa (078)",673,14,347,134,230
"Mujeres (080)",66194,14442,2820,1009,47968
"Sin Nivel (081)",22132,4106,692,276,17067
"Educación Inicial (082)",1505,765,72,36,634
"Primaria (083)",33779,8307,1255,447,23786
"Secundaria (084)",7448,1210,513,148,5583
"Sup. no Univ. Incompleta (085)",382,12,45,10,315
"Sup. no Univ. Completa (086)",441,20,118,31,273
"Sup. Univ. Incompleta (087)",240,11,31,15,184
"Sup. Univ. Completa (088)",267,11,94,46,126
