"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAYLAS (000)",13886,148,5119,4976,1644,542,229,98,9,,1121
"Conviviente (001)",4643,56,1898,1611,465,152,56,16,1,,388
"Separado(a) (002)",946,10,372,329,125,40,17,7,1,,45
"Casado(a) (003)",5657,47,2016,2167,745,222,93,49,3,,315
"Viudo(a) (004)",1592,27,565,583,192,82,31,20,4,,88
"Divorciado(a) (005)",65,1,21,23,10,4,2,1,,,3
"Soltero(a) (006)",983,7,247,263,107,42,30,5,,,282
,,,,,,,,,,,
"URBANA (008)",4903,43,1621,1653,776,260,124,42,3,,381
"Conviviente (009)",1634,16,607,552,229,68,28,8,,,126
"Separado(a) (010)",398,4,143,151,52,19,8,5,1,,15
"Casado(a) (011)",1857,14,575,645,356,113,50,20,1,,83
"Viudo(a) (012)",488,8,176,143,75,35,16,7,1,,27
"Divorciado(a) (013)",34,,10,12,5,3,1,,,,3
"Soltero(a) (014)",492,1,110,150,59,22,21,2,,,127
,,,,,,,,,,,
"RURAL (016)",8983,105,3498,3323,868,282,105,56,6,,740
"Conviviente (017)",3009,40,1291,1059,236,84,28,8,1,,262
"Separado(a) (018)",548,6,229,178,73,21,9,2,,,30
"Casado(a) (019)",3800,33,1441,1522,389,109,43,29,2,,232
"Viudo(a) (020)",1104,19,389,440,117,47,15,13,3,,61
"Divorciado(a) (021)",31,1,11,11,5,1,1,1,,,
"Soltero(a) (022)",491,6,137,113,48,20,9,3,,,155
